"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"24.09.2022 05:30 - 24.09.2022 05:45","25","10","n/e","n/e","4782","5522"
"24.09.2022 05:45 - 24.09.2022 06:00","27","10","n/e","n/e","4812","5527"
"24.09.2022 06:00 - 24.09.2022 06:15","30","11","n/e","n/e","4856","5626"
"24.09.2022 06:15 - 24.09.2022 06:30","30","9","n/e","n/e","4881","5612"
"24.09.2022 06:30 - 24.09.2022 06:45","28","8","n/e","n/e","4895","5598"
"24.09.2022 06:45 - 24.09.2022 07:00","25","8","n/e","n/e","4901","5584"
"24.09.2022 07:00 - 24.09.2022 07:15","20","7","n/e","n/e","4902","5564"
"24.09.2022 07:15 - 24.09.2022 07:30","19","11","n/e","n/e","4906","5530"
"24.09.2022 07:30 - 24.09.2022 07:45","21","17","n/e","n/e","4913","5492"
"24.09.2022 07:45 - 24.09.2022 08:00","25","22","n/e","n/e","4922","5454"
"24.09.2022 08:00 - 24.09.2022 08:15","478","364","n/e","n/e","4939","5304"
"24.09.2022 08:15 - 24.09.2022 08:30","786","662","n/e","n/e","4942","5297"
"24.09.2022 08:30 - 24.09.2022 08:45","1189","1057","n/e","n/e","4938","5295"
"24.09.2022 08:45 - 24.09.2022 09:00","1687","1553","n/e","n/e","4932","5296"
"24.09.2022 09:00 - 24.09.2022 09:15","2667","2531","n/e","n/e","4910","5394"
"24.09.2022 09:15 - 24.09.2022 09:30","3448","3371","n/e","n/e","4917","5372"
"24.09.2022 09:30 - 24.09.2022 09:45","4305","4269","n/e","n/e","4937","5357"
"24.09.2022 09:45 - 24.09.2022 10:00","5184","5166","n/e","n/e","4968","5352"
"24.09.2022 10:00 - 24.09.2022 10:15","6665","6196","n/e","n/e","5002","5236"
"24.09.2022 10:15 - 24.09.2022 10:30","7500","6915","n/e","n/e","5042","5262"
"24.09.2022 10:30 - 24.09.2022 10:45","8176","7553","n/e","n/e","5083","5298"
"24.09.2022 10:45 - 24.09.2022 11:00","8710","8114","n/e","n/e","5126","5345"
"24.09.2022 11:00 - 24.09.2022 11:15","9390","9458","n/e","n/e","5158","5012"
"24.09.2022 11:15 - 24.09.2022 11:30","9761","9858","n/e","n/e","5214","5081"
"24.09.2022 11:30 - 24.09.2022 11:45","10076","10179","n/e","n/e","5281","5155"
"24.09.2022 11:45 - 24.09.2022 12:00","10342","10431","n/e","n/e","5356","5237"
"24.09.2022 12:00 - 24.09.2022 12:15","10667","11240","n/e","n/e","5436","5533"
"24.09.2022 12:15 - 24.09.2022 12:30","10835","11275","n/e","n/e","5516","5617"
"24.09.2022 12:30 - 24.09.2022 12:45","10955","11260","n/e","n/e","5595","5712"
"24.09.2022 12:45 - 24.09.2022 13:00","11034","11229","n/e","n/e","5676","5822"
"24.09.2022 13:00 - 24.09.2022 13:15","11120","11265","n/e","n/e","5743","6310"
"24.09.2022 13:15 - 24.09.2022 13:30","11148","11372","n/e","n/e","5839","6420"
"24.09.2022 13:30 - 24.09.2022 13:45","11162","11513","n/e","n/e","5950","6543"
"24.09.2022 13:45 - 24.09.2022 14:00","11162","11664","n/e","n/e","6073","6679"
"24.09.2022 14:00 - 24.09.2022 14:15","11190","11756","n/e","n/e","6196","6693"
"24.09.2022 14:15 - 24.09.2022 14:30","11149","11802","n/e","n/e","6340","6885"
"24.09.2022 14:30 - 24.09.2022 14:45","11084","11807","n/e","n/e","6492","7083"
"24.09.2022 14:45 - 24.09.2022 15:00","10995","11772","n/e","n/e","6648","7283"
"24.09.2022 15:00 - 24.09.2022 15:15","10919","11874","n/e","n/e","6819","7183"
"24.09.2022 15:15 - 24.09.2022 15:30","10795","11751","n/e","n/e","6976","7374"
"24.09.2022 15:30 - 24.09.2022 15:45","10659","11588","n/e","n/e","7128","7559"
"24.09.2022 15:45 - 24.09.2022 16:00","10512","11405","n/e","n/e","7275","7733"
"24.09.2022 16:00 - 24.09.2022 16:15","10382","10581","n/e","n/e","7440","7853"
"24.09.2022 16:15 - 24.09.2022 16:30","10222","10453","n/e","n/e","7569","7996"
"24.09.2022 16:30 - 24.09.2022 16:45","10055","10293","n/e","n/e","7685","8122"
"24.09.2022 16:45 - 24.09.2022 17:00","9859","10080","n/e","n/e","7790","8232"
"24.09.2022 17:00 - 24.09.2022 17:15","9816","9658","n/e","n/e","7906","8255"
"24.09.2022 17:15 - 24.09.2022 17:30","9480","9305","n/e","n/e","7990","8344"
"24.09.2022 17:30 - 24.09.2022 17:45","9035","8856","n/e","n/e","8065","8431"
"24.09.2022 17:45 - 24.09.2022 18:00","8461","8293","n/e","n/e","8134","8515"
"24.09.2022 18:00 - 24.09.2022 18:15","8253","7830","n/e","n/e","8199","8096"
"24.09.2022 18:15 - 24.09.2022 18:30","7286","6825","n/e","n/e","8265","8189"
"24.09.2022 18:30 - 24.09.2022 18:45","6131","5745","n/e","n/e","8334","8282"
"24.09.2022 18:45 - 24.09.2022 19:00","4883","4652","n/e","n/e","8404","8368"
"24.09.2022 19:00 - 24.09.2022 19:15","3818","3759","n/e","n/e","8486","8298"
"24.09.2022 19:15 - 24.09.2022 19:30","2697","2828","n/e","n/e","8548","8330"
"24.09.2022 19:30 - 24.09.2022 19:45","1827","2037","n/e","n/e","8600","8355"
"24.09.2022 19:45 - 24.09.2022 20:00","1196","1393","n/e","n/e","8643","8373"
"24.09.2022 20:00 - 24.09.2022 20:15","660","830","n/e","n/e","8698","8951"
"24.09.2022 20:15 - 24.09.2022 20:30","465","624","n/e","n/e","8718","8922"
"24.09.2022 20:30 - 24.09.2022 20:45","380","527","n/e","n/e","8727","8884"
"24.09.2022 20:45 - 24.09.2022 21:00","351","473","n/e","n/e","8724","8839"
"24.09.2022 21:00 - 24.09.2022 21:15","337","411","n/e","n/e","8726","9642"
"24.09.2022 21:15 - 24.09.2022 21:30","327","384","n/e","n/e","8708","9504"
"24.09.2022 21:30 - 24.09.2022 21:45","313","361","n/e","n/e","8686","9371"
"24.09.2022 21:45 - 24.09.2022 22:00","294","341","n/e","n/e","8659","9248"
"24.09.2022 22:00 - 24.09.2022 22:15","282","351","n/e","n/e","8637","9527"
"24.09.2022 22:15 - 24.09.2022 22:30","252","330","n/e","n/e","8602","9343"
"24.09.2022 22:30 - 24.09.2022 22:45","219","310","n/e","n/e","8562","9158"
"24.09.2022 22:45 - 24.09.2022 23:00","186","291","n/e","n/e","8517","8977"
"24.09.2022 23:00 - 24.09.2022 23:15","150","298","n/e","n/e","8480","9021"
"24.09.2022 23:15 - 24.09.2022 23:30","126","283","n/e","n/e","8423","8851"
"24.09.2022 23:30 - 24.09.2022 23:45","108","269","n/e","n/e","8361","8686"
"24.09.2022 23:45 - 25.09.2022 00:00","98","256","n/e","n/e","8292","8525"
"25.09.2022 00:00 - 25.09.2022 00:15","119","264","n/e","n/e","7790","8317"
"25.09.2022 00:15 - 25.09.2022 00:30","99","248","n/e","n/e","7709","8171"
"25.09.2022 00:30 - 25.09.2022 00:45","89","235","n/e","n/e","7627","8028"
"25.09.2022 00:45 - 25.09.2022 01:00","85","223","n/e","n/e","7543","7888"
"25.09.2022 01:00 - 25.09.2022 01:15","87","233","n/e","n/e","7466","7938"
"25.09.2022 01:15 - 25.09.2022 01:30","87","219","n/e","n/e","7376","7787"
"25.09.2022 01:30 - 25.09.2022 01:45","85","206","n/e","n/e","7282","7636"
"25.09.2022 01:45 - 25.09.2022 02:00","80","192","n/e","n/e","7188","7484"
"25.09.2022 02:00 - 25.09.2022 02:15","73","152","n/e","n/e","7087","7395"
"25.09.2022 02:15 - 25.09.2022 02:30","67","141","n/e","n/e","7000","7267"
"25.09.2022 02:30 - 25.09.2022 02:45","63","132","n/e","n/e","6921","7144"
"25.09.2022 02:45 - 25.09.2022 03:00","60","126","n/e","n/e","6846","7025"
"25.09.2022 03:00 - 25.09.2022 03:15","58","153","n/e","n/e","6779","6909"
"25.09.2022 03:15 - 25.09.2022 03:30","57","150","n/e","n/e","6701","6793"
"25.09.2022 03:30 - 25.09.2022 03:45","57","146","n/e","n/e","6619","6677"
"25.09.2022 03:45 - 25.09.2022 04:00","56","141","n/e","n/e","6538","6564"
"25.09.2022 04:00 - 25.09.2022 04:15","57","68","n/e","n/e","6431","7141"
"25.09.2022 04:15 - 25.09.2022 04:30","56","62","n/e","n/e","6378","7058"
"25.09.2022 04:30 - 25.09.2022 04:45","55","54","n/e","n/e","6347","6986"
"25.09.2022 04:45 - 25.09.2022 05:00","53","46","n/e","n/e","6332","6923"
"25.09.2022 05:00 - 25.09.2022 05:15","52","7","n/e","n/e","6336","7056"
"25.09.2022 05:15 - 25.09.2022 05:30","50","7","n/e","n/e","6320","6975"
"25.09.2022 05:30 - 25.09.2022 05:45","48","9","n/e","n/e","6291","6900"
"25.09.2022 05:45 - 25.09.2022 06:00","45","10","n/e","n/e","6252","6831"
"25.09.2022 06:00 - 25.09.2022 06:15","44","10","n/e","n/e","6199","6829"
"25.09.2022 06:15 - 25.09.2022 06:30","40","10","n/e","n/e","6166","6767"
"25.09.2022 06:30 - 25.09.2022 06:45","37","9","n/e","n/e","6144","6706"
"25.09.2022 06:45 - 25.09.2022 07:00","34","9","n/e","n/e","6132","6648"
"25.09.2022 07:00 - 25.09.2022 07:15","29","6","n/e","n/e","6129","6325"
"25.09.2022 07:15 - 25.09.2022 07:30","29","9","n/e","n/e","6117","6281"
"25.09.2022 07:30 - 25.09.2022 07:45","31","16","n/e","n/e","6098","6243"
"25.09.2022 07:45 - 25.09.2022 08:00","35","24","n/e","n/e","6072","6209"
"25.09.2022 08:00 - 25.09.2022 08:15","274","246","n/e","n/e","6047","6089"
"25.09.2022 08:15 - 25.09.2022 08:30","551","555","n/e","n/e","6012","6022"
"25.09.2022 08:30 - 25.09.2022 08:45","975","973","n/e","n/e","5974","5956"
"25.09.2022 08:45 - 25.09.2022 09:00","1526","1498","n/e","n/e","5935","5897"
"25.09.2022 09:00 - 25.09.2022 09:15","2980","2750","n/e","n/e","5891","6259"
"25.09.2022 09:15 - 25.09.2022 09:30","3917","3684","n/e","n/e","5856","6182"
"25.09.2022 09:30 - 25.09.2022 09:45","4857","4658","n/e","n/e","5824","6110"
"25.09.2022 09:45 - 25.09.2022 10:00","5763","5614","n/e","n/e","5797","6043"
"25.09.2022 10:00 - 25.09.2022 10:15","7239","7220","n/e","n/e","5767","6165"
"25.09.2022 10:15 - 25.09.2022 10:30","8063","7999","n/e","n/e","5746","6088"
"25.09.2022 10:30 - 25.09.2022 10:45","8749","8656","n/e","n/e","5728","6017"
"25.09.2022 10:45 - 25.09.2022 11:00","9306","9207","n/e","n/e","5712","5961"
"25.09.2022 11:00 - 25.09.2022 11:15","10039","10086","n/e","n/e","5693","5850"
"25.09.2022 11:15 - 25.09.2022 11:30","10422","10480","n/e","n/e","5685","5837"
"25.09.2022 11:30 - 25.09.2022 11:45","10725","10801","n/e","n/e","5682","5829"
"25.09.2022 11:45 - 25.09.2022 12:00","10961","11053","n/e","n/e","5683","5825"
"25.09.2022 12:00 - 25.09.2022 12:15","11235","11151","n/e","n/e","5681","5638"
"25.09.2022 12:15 - 25.09.2022 12:30","11368","11298","n/e","n/e","5686","5620"
"25.09.2022 12:30 - 25.09.2022 12:45","11464","11410","n/e","n/e","5692","5595"
"25.09.2022 12:45 - 25.09.2022 13:00","11528","11482","n/e","n/e","5703","5573"
"25.09.2022 13:00 - 25.09.2022 13:15","11609","11289","n/e","n/e","5696","5169"
"25.09.2022 13:15 - 25.09.2022 13:30","11620","11267","n/e","n/e","5732","5202"
"25.09.2022 13:30 - 25.09.2022 13:45","11611","11208","n/e","n/e","5785","5238"
"25.09.2022 13:45 - 25.09.2022 14:00","11582","11127","n/e","n/e","5850","5280"
"25.09.2022 14:00 - 25.09.2022 14:15","11573","10568","n/e","n/e","5928","5260"
"25.09.2022 14:15 - 25.09.2022 14:30","11500","10535","n/e","n/e","5998","5298"
"25.09.2022 14:30 - 25.09.2022 14:45","11405","10467","n/e","n/e","6061","5344"
"25.09.2022 14:45 - 25.09.2022 15:00","11294","10373","n/e","n/e","6118","5399"
"25.09.2022 15:00 - 25.09.2022 15:15","11183","10230","n/e","n/e","6169","5650"
"25.09.2022 15:15 - 25.09.2022 15:30","11061","10125","n/e","n/e","6226","5683"
"25.09.2022 15:30 - 25.09.2022 15:45","10940","9991","n/e","n/e","6288","5728"
"25.09.2022 15:45 - 25.09.2022 16:00","10805","9832","n/e","n/e","6359","5791"
"25.09.2022 16:00 - 25.09.2022 16:15","10755","9643","n/e","n/e","6405","5469"
"25.09.2022 16:15 - 25.09.2022 16:30","10539","9479","n/e","n/e","6511","5606"
"25.09.2022 16:30 - 25.09.2022 16:45","10259","9278","n/e","n/e","6640","5759"
"25.09.2022 16:45 - 25.09.2022 17:00","9917","9023","n/e","n/e","6792","5932"
"25.09.2022 17:00 - 25.09.2022 17:15","9672","8501","n/e","n/e","6943","5339"
"25.09.2022 17:15 - 25.09.2022 17:30","9214","8095","n/e","n/e","7130","5577"
"25.09.2022 17:30 - 25.09.2022 17:45","8704","7603","n/e","n/e","7330","5800"
"25.09.2022 17:45 - 25.09.2022 18:00","8116","7020","n/e","n/e","7538","6022"
"25.09.2022 18:00 - 25.09.2022 18:15","7867","6539","n/e","n/e","7774","5951"
"25.09.2022 18:15 - 25.09.2022 18:30","6971","5670","n/e","n/e","7977","6244"
"25.09.2022 18:30 - 25.09.2022 18:45","5912","4738","n/e","n/e","8168","6534"
"25.09.2022 18:45 - 25.09.2022 19:00","4768","3800","n/e","n/e","8343","6813"
"25.09.2022 19:00 - 25.09.2022 19:15","3812","2907","n/e","n/e","8552","7950"
"25.09.2022 19:15 - 25.09.2022 19:30","2758","2200","n/e","n/e","8684","8107"
"25.09.2022 19:30 - 25.09.2022 19:45","1914","1609","n/e","n/e","8790","8239"
"25.09.2022 19:45 - 25.09.2022 20:00","1281","1131","n/e","n/e","8875","8350"
"25.09.2022 20:00 - 25.09.2022 20:15","680","630","n/e","n/e","8962","9470"
"25.09.2022 20:15 - 25.09.2022 20:30","513","477","n/e","n/e","9021","9418"
"25.09.2022 20:30 - 25.09.2022 20:45","443","399","n/e","n/e","9075","9381"
"25.09.2022 20:45 - 25.09.2022 21:00","413","354","n/e","n/e","9124","9361"
"25.09.2022 21:00 - 25.09.2022 21:15","397","333","n/e","n/e","9182","10311"
"25.09.2022 21:15 - 25.09.2022 21:30","394","304","n/e","n/e","9220","10238"
"25.09.2022 21:30 - 25.09.2022 21:45","387","285","n/e","n/e","9251","10143"
"25.09.2022 21:45 - 25.09.2022 22:00","379","272","n/e","n/e","9272","10036"
"25.09.2022 22:00 - 25.09.2022 22:15","367","234","n/e","n/e","9313","10010"
"25.09.2022 22:15 - 25.09.2022 22:30","359","229","n/e","n/e","9303","9941"
"25.09.2022 22:30 - 25.09.2022 22:45","355","226","n/e","n/e","9275","9856"
"25.09.2022 22:45 - 25.09.2022 23:00","350","223","n/e","n/e","9229","9756"
"25.09.2022 23:00 - 25.09.2022 23:15","358","257","n/e","n/e","9191","9641"
"25.09.2022 23:15 - 25.09.2022 23:30","344","252","n/e","n/e","9122","9534"
"25.09.2022 23:30 - 25.09.2022 23:45","320","246","n/e","n/e","9044","9430"
"25.09.2022 23:45 - 26.09.2022 00:00","290","238","n/e","n/e","8957","9324"
"26.09.2022 00:00 - 26.09.2022 00:15","225","222","n/e","n/e","8542","9465"
"26.09.2022 00:15 - 26.09.2022 00:30","205","211","n/e","n/e","8445","9321"
"26.09.2022 00:30 - 26.09.2022 00:45","187","201","n/e","n/e","8350","9178"
"26.09.2022 00:45 - 26.09.2022 01:00","171","191","n/e","n/e","8257","9032"
"26.09.2022 01:00 - 26.09.2022 01:15","154","156","n/e","n/e","8171","9266"
"26.09.2022 01:15 - 26.09.2022 01:30","145","149","n/e","n/e","8073","9107"
"26.09.2022 01:30 - 26.09.2022 01:45","140","144","n/e","n/e","7971","8954"
"26.09.2022 01:45 - 26.09.2022 02:00","137","142","n/e","n/e","7866","8804"
"26.09.2022 02:00 - 26.09.2022 02:15","136","175","n/e","n/e","7755","8534"
"26.09.2022 02:15 - 26.09.2022 02:30","135","166","n/e","n/e","7656","8411"
"26.09.2022 02:30 - 26.09.2022 02:45","133","157","n/e","n/e","7563","8298"
"26.09.2022 02:45 - 26.09.2022 03:00","130","149","n/e","n/e","7477","8192"
"26.09.2022 03:00 - 26.09.2022 03:15","127","177","n/e","n/e","7390","8365"
"26.09.2022 03:15 - 26.09.2022 03:30","124","166","n/e","n/e","7313","8236"
"26.09.2022 03:30 - 26.09.2022 03:45","120","155","n/e","n/e","7239","8111"
"26.09.2022 03:45 - 26.09.2022 04:00","115","146","n/e","n/e","7168","7992"
"26.09.2022 04:00 - 26.09.2022 04:15","115","121","n/e","n/e","7094","7896"
"26.09.2022 04:15 - 26.09.2022 04:30","105","115","n/e","n/e","7030","7810"
"26.09.2022 04:30 - 26.09.2022 04:45","92","110","n/e","n/e","6970","7731"
"26.09.2022 04:45 - 26.09.2022 05:00","78","106","n/e","n/e","6913","7657"
"26.09.2022 05:00 - 26.09.2022 05:15","61","112","n/e","n/e","6855","7460"
"26.09.2022 05:15 - 26.09.2022 05:30","50","99","n/e","n/e","6806","7386"
"26.09.2022 05:30 - 26.09.2022 05:45","42","83","n/e","n/e","6760","7317"
"26.09.2022 05:45 - 26.09.2022 06:00","38","69","n/e","n/e","6717","7252"
"26.09.2022 06:00 - 26.09.2022 06:15","35","53","n/e","n/e","6678","7259"
"26.09.2022 06:15 - 26.09.2022 06:30","33","50","n/e","n/e","6636","7190"
"26.09.2022 06:30 - 26.09.2022 06:45","31","51","n/e","n/e","6592","7118"
"26.09.2022 06:45 - 26.09.2022 07:00","30","54","n/e","n/e","6541","7042"
"26.09.2022 07:00 - 26.09.2022 07:15","27","71","n/e","n/e","6520","7183"
"26.09.2022 07:15 - 26.09.2022 07:30","28","76","n/e","n/e","6436","7076"
"26.09.2022 07:30 - 26.09.2022 07:45","30","81","n/e","n/e","6327","6956"
"26.09.2022 07:45 - 26.09.2022 08:00","35","85","n/e","n/e","6196","6821"
"26.09.2022 08:00 - 26.09.2022 08:15","295","238","n/e","n/e","6076","6883"
"26.09.2022 08:15 - 26.09.2022 08:30","558","519","n/e","n/e","5917","6714"
"26.09.2022 08:30 - 26.09.2022 08:45","951","898","n/e","n/e","5749","6539"
"26.09.2022 08:45 - 26.09.2022 09:00","1459","1372","n/e","n/e","5577","6358"
"26.09.2022 09:00 - 26.09.2022 09:15","2716","2617","n/e","n/e","5409","6235"
"26.09.2022 09:15 - 26.09.2022 09:30","3571","3468","n/e","n/e","5234","6058"
"26.09.2022 09:30 - 26.09.2022 09:45","4454","4352","n/e","n/e","5062","5888"
"26.09.2022 09:45 - 26.09.2022 10:00","5325","5228","n/e","n/e","4899","5724"
"26.09.2022 10:00 - 26.09.2022 10:15","6751","6573","n/e","n/e","4715","5241"
"26.09.2022 10:15 - 26.09.2022 10:30","7571","7344","n/e","n/e","4588","5050"
"26.09.2022 10:30 - 26.09.2022 10:45","8262","8027","n/e","n/e","4486","4850"
"26.09.2022 10:45 - 26.09.2022 11:00","8833","8625","n/e","n/e","4406","4660"
"26.09.2022 11:00 - 26.09.2022 11:15","9566","9431","n/e","n/e","4323","4484"
"26.09.2022 11:15 - 26.09.2022 11:30","9982","9870","n/e","n/e","4272","4418"
"26.09.2022 11:30 - 26.09.2022 11:45","10333","10246","n/e","n/e","4230","4332"
"26.09.2022 11:45 - 26.09.2022 12:00","10626","10561","n/e","n/e","4195","4245"
"26.09.2022 12:00 - 26.09.2022 12:15","10973","10996","n/e","n/e","4150","4360"
"26.09.2022 12:15 - 26.09.2022 12:30","11165","11185","n/e","n/e","4134","4349"
"26.09.2022 12:30 - 26.09.2022 12:45","11311","11329","n/e","n/e","4126","4349"
"26.09.2022 12:45 - 26.09.2022 13:00","11419","11436","n/e","n/e","4129","4362"
"26.09.2022 13:00 - 26.09.2022 13:15","11543","11738","n/e","n/e","4121","4274"
"26.09.2022 13:15 - 26.09.2022 13:30","11592","11804","n/e","n/e","4146","4341"
"26.09.2022 13:30 - 26.09.2022 13:45","11619","11852","n/e","n/e","4184","4412"
"26.09.2022 13:45 - 26.09.2022 14:00","11627","11880","n/e","n/e","4232","4489"
"26.09.2022 14:00 - 26.09.2022 14:15","11651","11943","n/e","n/e","4274","4220"
"26.09.2022 14:15 - 26.09.2022 14:30","11623","11947","n/e","n/e","4344","4137"
"26.09.2022 14:30 - 26.09.2022 14:45","11577","11940","n/e","n/e","4423","4063"
"26.09.2022 14:45 - 26.09.2022 15:00","11514","11910","n/e","n/e","4511","4029"
"26.09.2022 15:00 - 26.09.2022 15:15","11473","11948","n/e","n/e","4599","3908"
"26.09.2022 15:15 - 26.09.2022 15:30","11370","11817","n/e","n/e","4700","3940"
"26.09.2022 15:30 - 26.09.2022 15:45","11247","11671","n/e","n/e","4805","3971"
"26.09.2022 15:45 - 26.09.2022 16:00","11106","11515","n/e","n/e","4913","4011"
"26.09.2022 16:00 - 26.09.2022 16:15","10988","11035","n/e","n/e","5032","5431"
"26.09.2022 16:15 - 26.09.2022 16:30","10821","10925","n/e","n/e","5135","5393"
"26.09.2022 16:30 - 26.09.2022 16:45","10642","10800","n/e","n/e","5232","5303"
"26.09.2022 16:45 - 26.09.2022 17:00","10425","10630","n/e","n/e","5322","5197"
"26.09.2022 17:00 - 26.09.2022 17:15","10388","10121","n/e","n/e","5420","4888"
"26.09.2022 17:15 - 26.09.2022 17:30","9995","9763","n/e","n/e","5500","4869"
"26.09.2022 17:30 - 26.09.2022 17:45","9474","9303","n/e","n/e","5577","4835"
"26.09.2022 17:45 - 26.09.2022 18:00","8813","8716","n/e","n/e","5649","4800"
"26.09.2022 18:00 - 26.09.2022 18:15","8498","8428","n/e","n/e","5730","6556"
"26.09.2022 18:15 - 26.09.2022 18:30","7467","7308","n/e","n/e","5791","6531"
"26.09.2022 18:30 - 26.09.2022 18:45","6279","6091","n/e","n/e","5846","6505"
"26.09.2022 18:45 - 26.09.2022 19:00","5022","4857","n/e","n/e","5892","6488"
"26.09.2022 19:00 - 26.09.2022 19:15","3967","3749","n/e","n/e","5952","6734"
"26.09.2022 19:15 - 26.09.2022 19:30","2845","2765","n/e","n/e","5976","6720"
"26.09.2022 19:30 - 26.09.2022 19:45","1963","1957","n/e","n/e","5988","6701"
"26.09.2022 19:45 - 26.09.2022 20:00","1315","1320","n/e","n/e","5989","6677"
"26.09.2022 20:00 - 26.09.2022 20:15","718","715","n/e","n/e","5986","7144"
"26.09.2022 20:15 - 26.09.2022 20:30","549","502","n/e","n/e","5979","7072"
"26.09.2022 20:30 - 26.09.2022 20:45","475","390","n/e","n/e","5973","6998"
"26.09.2022 20:45 - 26.09.2022 21:00","438","365","n/e","n/e","5969","6922"
"26.09.2022 21:00 - 26.09.2022 21:15","410","400","n/e","n/e","5963","6715"
"26.09.2022 21:15 - 26.09.2022 21:30","399","371","n/e","n/e","5961","6665"
"26.09.2022 21:30 - 26.09.2022 21:45","390","347","n/e","n/e","5961","6619"
"26.09.2022 21:45 - 26.09.2022 22:00","380","327","n/e","n/e","5964","6576"
"26.09.2022 22:00 - 26.09.2022 22:15","372","311","n/e","n/e","5961","6958"
"26.09.2022 22:15 - 26.09.2022 22:30","364","307","n/e","n/e","5973","6928"
"26.09.2022 22:30 - 26.09.2022 22:45","357","304","n/e","n/e","5990","6895"
"26.09.2022 22:45 - 26.09.2022 23:00","348","300","n/e","n/e","6013","6856"
"26.09.2022 23:00 - 26.09.2022 23:15","350","325","n/e","n/e","6035","6882"
"26.09.2022 23:15 - 26.09.2022 23:30","329","311","n/e","n/e","6065","6825"
"26.09.2022 23:30 - 26.09.2022 23:45","300","295","n/e","n/e","6098","6764"
"26.09.2022 23:45 - 27.09.2022 00:00","266","277","n/e","n/e","6133","6701"
"27.09.2022 00:00 - 27.09.2022 00:15","219","240","n/e","n/e","5198","6569"
"27.09.2022 00:15 - 27.09.2022 00:30","200","226","n/e","n/e","5123","6502"
"27.09.2022 00:30 - 27.09.2022 00:45","185","212","n/e","n/e","5145","6437"
"27.09.2022 00:45 - 27.09.2022 01:00","174","200","n/e","n/e","5223","6374"
"27.09.2022 01:00 - 27.09.2022 01:15","162","112","n/e","n/e","5432","6315"
"27.09.2022 01:15 - 27.09.2022 01:30","159","106","n/e","n/e","5440","6281"
"27.09.2022 01:30 - 27.09.2022 01:45","159","104","n/e","n/e","5342","6254"
"27.09.2022 01:45 - 27.09.2022 02:00","161","105","n/e","n/e","5202","6235"
"27.09.2022 02:00 - 27.09.2022 02:15","167","91","n/e","n/e","4847","6070"
"27.09.2022 02:15 - 27.09.2022 02:30","167","84","n/e","n/e","4881","6072"
"27.09.2022 02:30 - 27.09.2022 02:45","164","77","n/e","n/e","5095","6089"
"27.09.2022 02:45 - 27.09.2022 03:00","159","69","n/e","n/e","5427","6117"
"27.09.2022 03:00 - 27.09.2022 03:15","154","37","n/e","n/e","5972","6000"
