"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Austria (AT)","Generation - Solar  [MW] Current / Austria (AT)","Generation - Wind Offshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Offshore  [MW] Current / Austria (AT)","Generation - Wind Onshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Onshore  [MW] Current / Austria (AT)"
"01.11.2022 10:45 - 01.11.2022 11:00","424","428","n/e","n/e","136","108"
"01.11.2022 11:00 - 01.11.2022 11:15","452","460","n/e","n/e","128","104"
"01.11.2022 11:15 - 01.11.2022 11:30","488","492","n/e","n/e","128","104"
"01.11.2022 11:30 - 01.11.2022 11:45","504","512","n/e","n/e","128","108"
"01.11.2022 11:45 - 01.11.2022 12:00","504","512","n/e","n/e","128","108"
"01.11.2022 12:00 - 01.11.2022 12:15","512","520","n/e","n/e","132","112"
"01.11.2022 12:15 - 01.11.2022 12:30","524","532","n/e","n/e","140","116"
"01.11.2022 12:30 - 01.11.2022 12:45","516","528","n/e","n/e","148","112"
"01.11.2022 12:45 - 01.11.2022 13:00","492","504","n/e","n/e","156","116"
"01.11.2022 13:00 - 01.11.2022 13:15","472","484","n/e","n/e","164","116"
"01.11.2022 13:15 - 01.11.2022 13:30","456","472","n/e","n/e","172","120"
"01.11.2022 13:30 - 01.11.2022 13:45","432","448","n/e","n/e","184","120"
"01.11.2022 13:45 - 01.11.2022 14:00","392","408","n/e","n/e","192","124"
"01.11.2022 14:00 - 01.11.2022 14:15","352","368","n/e","n/e","200","124"
"01.11.2022 14:15 - 01.11.2022 14:30","316","336","n/e","n/e","204","128"
"01.11.2022 14:30 - 01.11.2022 14:45","280","300","n/e","n/e","208","124"
"01.11.2022 14:45 - 01.11.2022 15:00","240","256","n/e","n/e","212","124"
"01.11.2022 15:00 - 01.11.2022 15:15","180","212","n/e","n/e","216","120"
"01.11.2022 15:15 - 01.11.2022 15:30","128","168","n/e","n/e","220","116"
"01.11.2022 15:30 - 01.11.2022 15:45","112","128","n/e","n/e","228","112"
"01.11.2022 15:45 - 01.11.2022 16:00","132","92","n/e","n/e","232","108"
"01.11.2022 16:00 - 01.11.2022 16:15","76","60","n/e","n/e","244","100"
"01.11.2022 16:15 - 01.11.2022 16:30","60","40","n/e","n/e","256","96"
"01.11.2022 16:30 - 01.11.2022 16:45","32","24","n/e","n/e","272","96"
"01.11.2022 16:45 - 01.11.2022 17:00","4","0","n/e","n/e","284","92"
"01.11.2022 17:00 - 01.11.2022 17:15","0","0","n/e","n/e","300","88"
"01.11.2022 17:15 - 01.11.2022 17:30","0","0","n/e","n/e","320","88"
"01.11.2022 17:30 - 01.11.2022 17:45","0","0","n/e","n/e","340","92"
"01.11.2022 17:45 - 01.11.2022 18:00","0","0","n/e","n/e","360","96"
"01.11.2022 18:00 - 01.11.2022 18:15","0","0","n/e","n/e","380","100"
"01.11.2022 18:15 - 01.11.2022 18:30","0","0","n/e","n/e","396","104"
"01.11.2022 18:30 - 01.11.2022 18:45","0","0","n/e","n/e","416","84"
"01.11.2022 18:45 - 01.11.2022 19:00","0","0","n/e","n/e","432","88"
"01.11.2022 19:00 - 01.11.2022 19:15","0","0","n/e","n/e","448","92"
"01.11.2022 19:15 - 01.11.2022 19:30","0","0","n/e","n/e","468","96"
"01.11.2022 19:30 - 01.11.2022 19:45","0","0","n/e","n/e","488","96"
"01.11.2022 19:45 - 01.11.2022 20:00","0","0","n/e","n/e","508","100"
"01.11.2022 20:00 - 01.11.2022 20:15","0","0","n/e","n/e","528","104"
"01.11.2022 20:15 - 01.11.2022 20:30","0","0","n/e","n/e","544","104"
"01.11.2022 20:30 - 01.11.2022 20:45","0","0","n/e","n/e","560","112"
"01.11.2022 20:45 - 01.11.2022 21:00","0","0","n/e","n/e","580","112"
"01.11.2022 21:00 - 01.11.2022 21:15","0","0","n/e","n/e","592","116"
"01.11.2022 21:15 - 01.11.2022 21:30","0","0","n/e","n/e","608","124"
"01.11.2022 21:30 - 01.11.2022 21:45","0","0","n/e","n/e","620","132"
"01.11.2022 21:45 - 01.11.2022 22:00","0","0","n/e","n/e","632","136"
"01.11.2022 22:00 - 01.11.2022 22:15","0","0","n/e","n/e","644","144"
"01.11.2022 22:15 - 01.11.2022 22:30","0","0","n/e","n/e","652","148"
"01.11.2022 22:30 - 01.11.2022 22:45","0","0","n/e","n/e","664","152"
"01.11.2022 22:45 - 01.11.2022 23:00","0","0","n/e","n/e","676","160"
"01.11.2022 23:00 - 01.11.2022 23:15","0","0","n/e","n/e","684","164"
"01.11.2022 23:15 - 01.11.2022 23:30","0","0","n/e","n/e","688","168"
"01.11.2022 23:30 - 01.11.2022 23:45","0","0","n/e","n/e","692","184"
"01.11.2022 23:45 - 02.11.2022 00:00","0","0","n/e","n/e","696","196"
"02.11.2022 00:00 - 02.11.2022 00:15","0","0","n/e","n/e","340","200"
"02.11.2022 00:15 - 02.11.2022 00:30","0","0","n/e","n/e","340","200"
"02.11.2022 00:30 - 02.11.2022 00:45","0","0","n/e","n/e","340","176"
"02.11.2022 00:45 - 02.11.2022 01:00","0","0","n/e","n/e","344","180"
"02.11.2022 01:00 - 02.11.2022 01:15","0","0","n/e","n/e","336","180"
"02.11.2022 01:15 - 02.11.2022 01:30","0","0","n/e","n/e","320","180"
"02.11.2022 01:30 - 02.11.2022 01:45","0","0","n/e","n/e","304","180"
"02.11.2022 01:45 - 02.11.2022 02:00","0","0","n/e","n/e","288","184"
"02.11.2022 02:00 - 02.11.2022 02:15","0","0","n/e","n/e","276","188"
"02.11.2022 02:15 - 02.11.2022 02:30","0","0","n/e","n/e","268","184"
"02.11.2022 02:30 - 02.11.2022 02:45","0","0","n/e","n/e","256","172"
"02.11.2022 02:45 - 02.11.2022 03:00","0","0","n/e","n/e","248","168"
"02.11.2022 03:00 - 02.11.2022 03:15","0","0","n/e","n/e","236","164"
"02.11.2022 03:15 - 02.11.2022 03:30","0","0","n/e","n/e","224","156"
"02.11.2022 03:30 - 02.11.2022 03:45","0","0","n/e","n/e","216","148"
"02.11.2022 03:45 - 02.11.2022 04:00","0","0","n/e","n/e","204","140"
"02.11.2022 04:00 - 02.11.2022 04:15","0","0","n/e","n/e","196","136"
"02.11.2022 04:15 - 02.11.2022 04:30","0","0","n/e","n/e","184","132"
"02.11.2022 04:30 - 02.11.2022 04:45","0","0","n/e","n/e","176","128"
"02.11.2022 04:45 - 02.11.2022 05:00","0","0","n/e","n/e","168","124"
"02.11.2022 05:00 - 02.11.2022 05:15","0","0","n/e","n/e","160","120"
"02.11.2022 05:15 - 02.11.2022 05:30","0","0","n/e","n/e","152","112"
"02.11.2022 05:30 - 02.11.2022 05:45","0","0","n/e","n/e","148","108"
"02.11.2022 05:45 - 02.11.2022 06:00","0","0","n/e","n/e","140","104"
"02.11.2022 06:00 - 02.11.2022 06:15","0","0","n/e","n/e","136","100"
"02.11.2022 06:15 - 02.11.2022 06:30","0","0","n/e","n/e","132","100"
"02.11.2022 06:30 - 02.11.2022 06:45","0","0","n/e","n/e","128","100"
"02.11.2022 06:45 - 02.11.2022 07:00","20","20","n/e","n/e","124","96"
"02.11.2022 07:00 - 02.11.2022 07:15","32","28","n/e","n/e","124","92"
"02.11.2022 07:15 - 02.11.2022 07:30","36","36","n/e","n/e","124","92"
"02.11.2022 07:30 - 02.11.2022 07:45","48","44","n/e","n/e","124","92"
"02.11.2022 07:45 - 02.11.2022 08:00","60","56","n/e","n/e","124","92"
"02.11.2022 08:00 - 02.11.2022 08:15","80","76","n/e","n/e","128","92"
"02.11.2022 08:15 - 02.11.2022 08:30","104","100","n/e","n/e","132","100"
"02.11.2022 08:30 - 02.11.2022 08:45","132","128","n/e","n/e","136","104"
"02.11.2022 08:45 - 02.11.2022 09:00","164","156","n/e","n/e","144","108"
"02.11.2022 09:00 - 02.11.2022 09:15","200","188","n/e","n/e","144","116"
"02.11.2022 09:15 - 02.11.2022 09:30","240","224","n/e","n/e","140","120"
"02.11.2022 09:30 - 02.11.2022 09:45","272","256","n/e","n/e","132","128"
"02.11.2022 09:45 - 02.11.2022 10:00","300","280","n/e","n/e","128","132"
"02.11.2022 10:00 - 02.11.2022 10:15","332","312","n/e","n/e","132","148"
"02.11.2022 10:15 - 02.11.2022 10:30","368","344","n/e","n/e","140","164"
"02.11.2022 10:30 - 02.11.2022 10:45","392","368","n/e","n/e","148","184"
"02.11.2022 10:45 - 02.11.2022 11:00","408","380","n/e","n/e","156","204"
"02.11.2022 11:00 - 02.11.2022 11:15","428","396","n/e","n/e","168","240"
"02.11.2022 11:15 - 02.11.2022 11:30","452","416","n/e","n/e","188","288"
"02.11.2022 11:30 - 02.11.2022 11:45","464","424","n/e","n/e","204","328"
"02.11.2022 11:45 - 02.11.2022 12:00","460","424","n/e","n/e","220","376"
"02.11.2022 12:00 - 02.11.2022 12:15","460","420","n/e","n/e","240","436"
"02.11.2022 12:15 - 02.11.2022 12:30","468","424","n/e","n/e","264","512"
"02.11.2022 12:30 - 02.11.2022 12:45","456","412","n/e","n/e","288","564"
"02.11.2022 12:45 - 02.11.2022 13:00","436","392","n/e","n/e","312","644"
"02.11.2022 13:00 - 02.11.2022 13:15","412","368","n/e","n/e","340","720"
"02.11.2022 13:15 - 02.11.2022 13:30","396","352","n/e","n/e","368","784"
"02.11.2022 13:30 - 02.11.2022 13:45","372","328","n/e","n/e","400","816"
"02.11.2022 13:45 - 02.11.2022 14:00","336","296","n/e","n/e","432","880"
"02.11.2022 14:00 - 02.11.2022 14:15","296","264","n/e","n/e","448","904"
"02.11.2022 14:15 - 02.11.2022 14:30","268","236","n/e","n/e","456","884"
"02.11.2022 14:30 - 02.11.2022 14:45","236","204","n/e","n/e","464","820"
"02.11.2022 14:45 - 02.11.2022 15:00","200","172","n/e","n/e","472","800"
"02.11.2022 15:00 - 02.11.2022 15:15","148","140","n/e","n/e","484","784"
"02.11.2022 15:15 - 02.11.2022 15:30","104","112","n/e","n/e","492","776"
"02.11.2022 15:30 - 02.11.2022 15:45","88","84","n/e","n/e","504","764"
"02.11.2022 15:45 - 02.11.2022 16:00","108","60","n/e","n/e","516","756"
"02.11.2022 16:00 - 02.11.2022 16:15","56","44","n/e","n/e","536","752"
"02.11.2022 16:15 - 02.11.2022 16:30","48","36","n/e","n/e","560","760"
"02.11.2022 16:30 - 02.11.2022 16:45","24","16","n/e","n/e","588","764"
"02.11.2022 16:45 - 02.11.2022 17:00","4","0","n/e","n/e","612","768"
"02.11.2022 17:00 - 02.11.2022 17:15","0","0","n/e","n/e","644","752"
"02.11.2022 17:15 - 02.11.2022 17:30","0","0","n/e","n/e","676","716"
"02.11.2022 17:30 - 02.11.2022 17:45","0","0","n/e","n/e","712","696"
"02.11.2022 17:45 - 02.11.2022 18:00","0","0","n/e","n/e","744","664"
"02.11.2022 18:00 - 02.11.2022 18:15","0","0","n/e","n/e","776","632"
"02.11.2022 18:15 - 02.11.2022 18:30","0","0","n/e","n/e","800","596"
"02.11.2022 18:30 - 02.11.2022 18:45","0","0","n/e","n/e","828","568"
"02.11.2022 18:45 - 02.11.2022 19:00","0","0","n/e","n/e","852","528"
"02.11.2022 19:00 - 02.11.2022 19:15","0","0","n/e","n/e","872","500"
"02.11.2022 19:15 - 02.11.2022 19:30","0","0","n/e","n/e","880","480"
"02.11.2022 19:30 - 02.11.2022 19:45","0","0","n/e","n/e","892","456"
"02.11.2022 19:45 - 02.11.2022 20:00","0","0","n/e","n/e","904","436"
"02.11.2022 20:00 - 02.11.2022 20:15","0","0","n/e","n/e","900","428"
"02.11.2022 20:15 - 02.11.2022 20:30","0","0","n/e","n/e","884","432"
"02.11.2022 20:30 - 02.11.2022 20:45","0","0","n/e","n/e","872","480"
"02.11.2022 20:45 - 02.11.2022 21:00","0","0","n/e","n/e","856","496"
"02.11.2022 21:00 - 02.11.2022 21:15","0","0","n/e","n/e","828","488"
"02.11.2022 21:15 - 02.11.2022 21:30","0","0","n/e","n/e","788","476"
"02.11.2022 21:30 - 02.11.2022 21:45","0","0","n/e","n/e","748","456"
"02.11.2022 21:45 - 02.11.2022 22:00","0","0","n/e","n/e","708","440"
"02.11.2022 22:00 - 02.11.2022 22:15","0","0","n/e","n/e","672","420"
"02.11.2022 22:15 - 02.11.2022 22:30","0","0","n/e","n/e","640","396"
"02.11.2022 22:30 - 02.11.2022 22:45","0","0","n/e","n/e","604","372"
"02.11.2022 22:45 - 02.11.2022 23:00","0","0","n/e","n/e","572","348"
"02.11.2022 23:00 - 02.11.2022 23:15","0","0","n/e","n/e","540","328"
"02.11.2022 23:15 - 02.11.2022 23:30","0","0","n/e","n/e","508","308"
"02.11.2022 23:30 - 02.11.2022 23:45","0","0","n/e","n/e","480","280"
"02.11.2022 23:45 - 03.11.2022 00:00","0","0","n/e","n/e","448","264"
"03.11.2022 00:00 - 03.11.2022 00:15","0","0","n/e","n/e","420","248"
"03.11.2022 00:15 - 03.11.2022 00:30","0","0","n/e","n/e","392","232"
"03.11.2022 00:30 - 03.11.2022 00:45","0","0","n/e","n/e","360","212"
"03.11.2022 00:45 - 03.11.2022 01:00","0","0","n/e","n/e","332","200"
"03.11.2022 01:00 - 03.11.2022 01:15","0","0","n/e","n/e","308","192"
"03.11.2022 01:15 - 03.11.2022 01:30","0","0","n/e","n/e","288","188"
"03.11.2022 01:30 - 03.11.2022 01:45","0","0","n/e","n/e","268","176"
"03.11.2022 01:45 - 03.11.2022 02:00","0","0","n/e","n/e","248","172"
"03.11.2022 02:00 - 03.11.2022 02:15","0","0","n/e","n/e","232","172"
"03.11.2022 02:15 - 03.11.2022 02:30","0","0","n/e","n/e","220","168"
"03.11.2022 02:30 - 03.11.2022 02:45","0","0","n/e","n/e","208","160"
"03.11.2022 02:45 - 03.11.2022 03:00","0","0","n/e","n/e","200","156"
"03.11.2022 03:00 - 03.11.2022 03:15","0","0","n/e","n/e","188","152"
"03.11.2022 03:15 - 03.11.2022 03:30","0","0","n/e","n/e","180","152"
"03.11.2022 03:30 - 03.11.2022 03:45","0","0","n/e","n/e","172","152"
"03.11.2022 03:45 - 03.11.2022 04:00","0","0","n/e","n/e","164","152"
"03.11.2022 04:00 - 03.11.2022 04:15","0","0","n/e","n/e","156","156"
"03.11.2022 04:15 - 03.11.2022 04:30","0","0","n/e","n/e","148","160"
"03.11.2022 04:30 - 03.11.2022 04:45","0","0","n/e","n/e","140","168"
"03.11.2022 04:45 - 03.11.2022 05:00","0","0","n/e","n/e","132","172"
"03.11.2022 05:00 - 03.11.2022 05:15","0","0","n/e","n/e","128","184"
"03.11.2022 05:15 - 03.11.2022 05:30","0","0","n/e","n/e","124","200"
"03.11.2022 05:30 - 03.11.2022 05:45","0","0","n/e","n/e","120","200"
"03.11.2022 05:45 - 03.11.2022 06:00","0","0","n/e","n/e","116","216"
"03.11.2022 06:00 - 03.11.2022 06:15","0","0","n/e","n/e","112","236"
"03.11.2022 06:15 - 03.11.2022 06:30","0","0","n/e","n/e","116","260"
"03.11.2022 06:30 - 03.11.2022 06:45","0","0","n/e","n/e","116","276"
"03.11.2022 06:45 - 03.11.2022 07:00","16","16","n/e","n/e","116","300"
"03.11.2022 07:00 - 03.11.2022 07:15","28","28","n/e","n/e","124","328"
"03.11.2022 07:15 - 03.11.2022 07:30","32","32","n/e","n/e","136","364"
"03.11.2022 07:30 - 03.11.2022 07:45","40","40","n/e","n/e","148","396"
"03.11.2022 07:45 - 03.11.2022 08:00","52","52","n/e","n/e","160","432"
"03.11.2022 08:00 - 03.11.2022 08:15","64","64","n/e","n/e","176","464"
"03.11.2022 08:15 - 03.11.2022 08:30","76","76","n/e","n/e","188","484"
"03.11.2022 08:30 - 03.11.2022 08:45","96","96","n/e","n/e","204","480"
"03.11.2022 08:45 - 03.11.2022 09:00","112","112","n/e","n/e","220","500"
"03.11.2022 09:00 - 03.11.2022 09:15","132","136","n/e","n/e","232","536"
"03.11.2022 09:15 - 03.11.2022 09:30","156","156","n/e","n/e","244","580"
"03.11.2022 09:30 - 03.11.2022 09:45","180","180","n/e","n/e","252","628"
"03.11.2022 09:45 - 03.11.2022 10:00","200","204","n/e","n/e","264","676"
"03.11.2022 10:00 - 03.11.2022 10:15","224","228","n/e","n/e","288","748"
"03.11.2022 10:15 - 03.11.2022 10:30","252","256","n/e","n/e","328","852"
"03.11.2022 10:30 - 03.11.2022 10:45","272","280","n/e","n/e","368","952"
"03.11.2022 10:45 - 03.11.2022 11:00","288","296","n/e","n/e","408","1052"
"03.11.2022 11:00 - 03.11.2022 11:15","308","312","n/e","n/e","464","1160"
"03.11.2022 11:15 - 03.11.2022 11:30","328","336","n/e","n/e","532","1272"
"03.11.2022 11:30 - 03.11.2022 11:45","340","348","n/e","n/e","600","1400"
"03.11.2022 11:45 - 03.11.2022 12:00","344","348","n/e","n/e","668","1508"
"03.11.2022 12:00 - 03.11.2022 12:15","348","352","n/e","n/e","740","1596"
"03.11.2022 12:15 - 03.11.2022 12:30","356","360","n/e","n/e","812","1656"
"03.11.2022 12:30 - 03.11.2022 12:45","356","356","n/e","n/e","888","1728"
"03.11.2022 12:45 - 03.11.2022 13:00","340","344","n/e","n/e","960","1784"
"03.11.2022 13:00 - 03.11.2022 13:15","328","332","n/e","n/e","1032","1832"
"03.11.2022 13:15 - 03.11.2022 13:30","320","324","n/e","n/e","1108","1864"
"03.11.2022 13:30 - 03.11.2022 13:45","300","304","n/e","n/e","1180","1876"
"03.11.2022 13:45 - 03.11.2022 14:00","276","280","n/e","n/e","1256","1908"
"03.11.2022 14:00 - 03.11.2022 14:15","252","252","n/e","n/e","1312","1928"
"03.11.2022 14:15 - 03.11.2022 14:30","232","232","n/e","n/e","1356","1932"
"03.11.2022 14:30 - 03.11.2022 14:45","208","208","n/e","n/e","1400","1952"
"03.11.2022 14:45 - 03.11.2022 15:00","180","180","n/e","n/e","1444","1956"
"03.11.2022 15:00 - 03.11.2022 15:15","140","148","n/e","n/e","1476","1956"
"03.11.2022 15:15 - 03.11.2022 15:30","104","120","n/e","n/e","1500","1952"
"03.11.2022 15:30 - 03.11.2022 15:45","92","92","n/e","n/e","1520","1948"
"03.11.2022 15:45 - 03.11.2022 16:00","108","64","n/e","n/e","1540","1944"
"03.11.2022 16:00 - 03.11.2022 16:15","60","44","n/e","n/e","1576","1952"
"03.11.2022 16:15 - 03.11.2022 16:30","52","36","n/e","n/e","1628","1968"
"03.11.2022 16:30 - 03.11.2022 16:45","16","12","n/e","n/e","1676","1984"
"03.11.2022 16:45 - 03.11.2022 17:00","0","0","n/e","n/e","1728","2004"
"03.11.2022 17:00 - 03.11.2022 17:15","0","0","n/e","n/e","1776","2028"
"03.11.2022 17:15 - 03.11.2022 17:30","0","0","n/e","n/e","1824","2060"
"03.11.2022 17:30 - 03.11.2022 17:45","0","0","n/e","n/e","1876","2080"
"03.11.2022 17:45 - 03.11.2022 18:00","0","0","n/e","n/e","1924","2116"
"03.11.2022 18:00 - 03.11.2022 18:15","0","0","n/e","n/e","1968","2144"
"03.11.2022 18:15 - 03.11.2022 18:30","0","0","n/e","n/e","2016","2168"
"03.11.2022 18:30 - 03.11.2022 18:45","0","0","n/e","n/e","2060","2200"
"03.11.2022 18:45 - 03.11.2022 19:00","0","0","n/e","n/e","2104","2232"
"03.11.2022 19:00 - 03.11.2022 19:15","0","0","n/e","n/e","2136","2248"
"03.11.2022 19:15 - 03.11.2022 19:30","0","0","n/e","n/e","2156","2264"
"03.11.2022 19:30 - 03.11.2022 19:45","0","0","n/e","n/e","2176","2280"
"03.11.2022 19:45 - 03.11.2022 20:00","0","0","n/e","n/e","2196","2296"
"03.11.2022 20:00 - 03.11.2022 20:15","0","0","n/e","n/e","2212","2308"
"03.11.2022 20:15 - 03.11.2022 20:30","0","0","n/e","n/e","2232","2312"
"03.11.2022 20:30 - 03.11.2022 20:45","0","0","n/e","n/e","2252","2308"
"03.11.2022 20:45 - 03.11.2022 21:00","0","0","n/e","n/e","2268","2308"
"03.11.2022 21:00 - 03.11.2022 21:15","0","0","n/e","n/e","2296","2324"
"03.11.2022 21:15 - 03.11.2022 21:30","0","0","n/e","n/e","2328","2352"
"03.11.2022 21:30 - 03.11.2022 21:45","0","0","n/e","n/e","2360","2384"
"03.11.2022 21:45 - 03.11.2022 22:00","0","0","n/e","n/e","2392","2412"
"03.11.2022 22:00 - 03.11.2022 22:15","0","0","n/e","n/e","2416","2428"
"03.11.2022 22:15 - 03.11.2022 22:30","0","0","n/e","n/e","2432","2436"
"03.11.2022 22:30 - 03.11.2022 22:45","0","0","n/e","n/e","2448","2440"
"03.11.2022 22:45 - 03.11.2022 23:00","0","0","n/e","n/e","2464","2444"
"03.11.2022 23:00 - 03.11.2022 23:15","0","0","n/e","n/e","2480","2456"
"03.11.2022 23:15 - 03.11.2022 23:30","0","0","n/e","n/e","2504","2472"
"03.11.2022 23:30 - 03.11.2022 23:45","0","0","n/e","n/e","2524","2500"
"03.11.2022 23:45 - 04.11.2022 00:00","0","0","n/e","n/e","2548","2516"
"04.11.2022 00:00 - 04.11.2022 00:15","0","0","n/e","n/e","2508","2532"
"04.11.2022 00:15 - 04.11.2022 00:30","0","0","n/e","n/e","2520","2544"
"04.11.2022 00:30 - 04.11.2022 00:45","0","0","n/e","n/e","2528","2568"
"04.11.2022 00:45 - 04.11.2022 01:00","0","0","n/e","n/e","2536","2580"
"04.11.2022 01:00 - 04.11.2022 01:15","0","0","n/e","n/e","2540","2584"
"04.11.2022 01:15 - 04.11.2022 01:30","0","0","n/e","n/e","2540","2572"
"04.11.2022 01:30 - 04.11.2022 01:45","0","0","n/e","n/e","2540","2584"
"04.11.2022 01:45 - 04.11.2022 02:00","0","0","n/e","n/e","2540","2580"
"04.11.2022 02:00 - 04.11.2022 02:15","0","0","n/e","n/e","2536","2564"
"04.11.2022 02:15 - 04.11.2022 02:30","0","0","n/e","n/e","2524","2536"
"04.11.2022 02:30 - 04.11.2022 02:45","0","0","n/e","n/e","2512","2512"
"04.11.2022 02:45 - 04.11.2022 03:00","0","0","n/e","n/e","2500","2488"
"04.11.2022 03:00 - 04.11.2022 03:15","0","0","n/e","n/e","2480","2452"
"04.11.2022 03:15 - 04.11.2022 03:30","0","0","n/e","n/e","2452","2404"
"04.11.2022 03:30 - 04.11.2022 03:45","0","0","n/e","n/e","2424","2360"
"04.11.2022 03:45 - 04.11.2022 04:00","0","0","n/e","n/e","2392","2316"
"04.11.2022 04:00 - 04.11.2022 04:15","0","0","n/e","n/e","2356","2260"
"04.11.2022 04:15 - 04.11.2022 04:30","0","0","n/e","n/e","2312","2196"
"04.11.2022 04:30 - 04.11.2022 04:45","0","0","n/e","n/e","2268","2132"
"04.11.2022 04:45 - 04.11.2022 05:00","0","0","n/e","n/e","2224","2068"
"04.11.2022 05:00 - 04.11.2022 05:15","0","0","n/e","n/e","2168","2000"
"04.11.2022 05:15 - 04.11.2022 05:30","0","0","n/e","n/e","2108","1924"
"04.11.2022 05:30 - 04.11.2022 05:45","0","0","n/e","n/e","2048","1816"
"04.11.2022 05:45 - 04.11.2022 06:00","0","0","n/e","n/e","1984","1736"
"04.11.2022 06:00 - 04.11.2022 06:15","0","0","n/e","n/e","1912","1628"
"04.11.2022 06:15 - 04.11.2022 06:30","0","0","n/e","n/e","1828","1492"
"04.11.2022 06:30 - 04.11.2022 06:45","0","0","n/e","n/e","1744","1272"
"04.11.2022 06:45 - 04.11.2022 07:00","12","12","n/e","n/e","1660","1132"
"04.11.2022 07:00 - 04.11.2022 07:15","28","28","n/e","n/e","1572","1020"
"04.11.2022 07:15 - 04.11.2022 07:30","32","32","n/e","n/e","1480","932"
"04.11.2022 07:30 - 04.11.2022 07:45","32","32","n/e","n/e","1392","788"
"04.11.2022 07:45 - 04.11.2022 08:00","36","36","n/e","n/e","1304","700"
"04.11.2022 08:00 - 04.11.2022 08:15","40","40","n/e","n/e","1224","632"
"04.11.2022 08:15 - 04.11.2022 08:30","44","44","n/e","n/e","1160","588"
"04.11.2022 08:30 - 04.11.2022 08:45","44","52","n/e","n/e","1092","540"
"04.11.2022 08:45 - 04.11.2022 09:00","48","56","n/e","n/e","1028","496"
"04.11.2022 09:00 - 04.11.2022 09:15","52","60","n/e","n/e","976","456"
"04.11.2022 09:15 - 04.11.2022 09:30","56","68","n/e","n/e","936","428"
"04.11.2022 09:30 - 04.11.2022 09:45","60","72","n/e","n/e","896","396"
"04.11.2022 09:45 - 04.11.2022 10:00","64","80","n/e","n/e","856","364"
"04.11.2022 10:00 - 04.11.2022 10:15","64","84","n/e","n/e","828","340"
"04.11.2022 10:15 - 04.11.2022 10:30","68","92","n/e","n/e","804","328"
"04.11.2022 10:30 - 04.11.2022 10:45","68","96","n/e","n/e","780","316"
"04.11.2022 10:45 - 04.11.2022 11:00","72","96","n/e","n/e","760","304"
"04.11.2022 11:00 - 04.11.2022 11:15","72","108","n/e","n/e","740","300"
"04.11.2022 11:15 - 04.11.2022 11:30","76","124","n/e","n/e","720","300"
"04.11.2022 11:30 - 04.11.2022 11:45","76","136","n/e","n/e","700","352"
"04.11.2022 11:45 - 04.11.2022 12:00","80","148","n/e","n/e","680","360"
"04.11.2022 12:00 - 04.11.2022 12:15","80","160","n/e","n/e","672","364"
"04.11.2022 12:15 - 04.11.2022 12:30","84","168","n/e","n/e","676","368"
"04.11.2022 12:30 - 04.11.2022 12:45","80","176","n/e","n/e","680","448"
"04.11.2022 12:45 - 04.11.2022 13:00","80","184","n/e","n/e","684","452"
"04.11.2022 13:00 - 04.11.2022 13:15","76","176","n/e","n/e","688","452"
"04.11.2022 13:15 - 04.11.2022 13:30","76","164","n/e","n/e","696","452"
"04.11.2022 13:30 - 04.11.2022 13:45","72","156","n/e","n/e","704","468"
"04.11.2022 13:45 - 04.11.2022 14:00","68","144","n/e","n/e","712","464"
"04.11.2022 14:00 - 04.11.2022 14:15","64","132","n/e","n/e","724","468"
"04.11.2022 14:15 - 04.11.2022 14:30","60","120","n/e","n/e","736","476"
"04.11.2022 14:30 - 04.11.2022 14:45","56","108","n/e","n/e","748","520"
"04.11.2022 14:45 - 04.11.2022 15:00","52","96","n/e","n/e","760","528"
"04.11.2022 15:00 - 04.11.2022 15:15","48","88","n/e","n/e","784","548"
"04.11.2022 15:15 - 04.11.2022 15:30","44","76","n/e","n/e","820","584"
"04.11.2022 15:30 - 04.11.2022 15:45","40","64","n/e","n/e","856","616"
"04.11.2022 15:45 - 04.11.2022 16:00","36","56","n/e","n/e","888","656"
"04.11.2022 16:00 - 04.11.2022 16:15","36","52","n/e","n/e","916","724"
"04.11.2022 16:15 - 04.11.2022 16:30","32","44","n/e","n/e","932","828"
"04.11.2022 16:30 - 04.11.2022 16:45","8","12","n/e","n/e","952","928"
"04.11.2022 16:45 - 04.11.2022 17:00","0","0","n/e","n/e","972","1032"
"04.11.2022 17:00 - 04.11.2022 17:15","0","0","n/e","n/e","980","1120"
"04.11.2022 17:15 - 04.11.2022 17:30","0","0","n/e","n/e","984","1196"
"04.11.2022 17:30 - 04.11.2022 17:45","0","0","n/e","n/e","984","1348"
"04.11.2022 17:45 - 04.11.2022 18:00","0","0","n/e","n/e","984","1408"
"04.11.2022 18:00 - 04.11.2022 18:15","0","0","n/e","n/e","1008","1468"
"04.11.2022 18:15 - 04.11.2022 18:30","0","0","n/e","n/e","1048","1532"
"04.11.2022 18:30 - 04.11.2022 18:45","0","0","n/e","n/e","1088","1596"
"04.11.2022 18:45 - 04.11.2022 19:00","0","0","n/e","n/e","1128","1656"
"04.11.2022 19:00 - 04.11.2022 19:15","0","0","n/e","n/e","1180","1716"
"04.11.2022 19:15 - 04.11.2022 19:30","0","0","n/e","n/e","1240","1776"
"04.11.2022 19:30 - 04.11.2022 19:45","0","0","n/e","n/e","1300","1892"
