"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"24.08.2022 13:45 - 24.08.2022 14:00","592","592","n/e","n/e","741","741"
"24.08.2022 14:00 - 24.08.2022 14:15","561","561","n/e","n/e","931","931"
"24.08.2022 14:15 - 24.08.2022 14:30","557","557","n/e","n/e","932","932"
"24.08.2022 14:30 - 24.08.2022 14:45","552","552","n/e","n/e","934","934"
"24.08.2022 14:45 - 24.08.2022 15:00","545","545","n/e","n/e","935","935"
"24.08.2022 15:00 - 24.08.2022 15:15","459","459","n/e","n/e","1107","1107"
"24.08.2022 15:15 - 24.08.2022 15:30","448","448","n/e","n/e","1110","1110"
"24.08.2022 15:30 - 24.08.2022 15:45","438","438","n/e","n/e","1113","1113"
"24.08.2022 15:45 - 24.08.2022 16:00","431","431","n/e","n/e","1115","1115"
"24.08.2022 16:00 - 24.08.2022 16:15","325","325","n/e","n/e","1278","1278"
"24.08.2022 16:15 - 24.08.2022 16:30","314","314","n/e","n/e","1279","1279"
"24.08.2022 16:30 - 24.08.2022 16:45","303","303","n/e","n/e","1279","1279"
"24.08.2022 16:45 - 24.08.2022 17:00","291","291","n/e","n/e","1280","1280"
"24.08.2022 17:00 - 24.08.2022 17:15","169","169","n/e","n/e","1345","1345"
"24.08.2022 17:15 - 24.08.2022 17:30","153","153","n/e","n/e","1344","1344"
"24.08.2022 17:30 - 24.08.2022 17:45","145","145","n/e","n/e","1342","1342"
"24.08.2022 17:45 - 24.08.2022 18:00","137","137","n/e","n/e","1341","1341"
"24.08.2022 18:00 - 24.08.2022 18:15","49","49","n/e","n/e","1284","1284"
"24.08.2022 18:15 - 24.08.2022 18:30","43","43","n/e","n/e","1283","1283"
"24.08.2022 18:30 - 24.08.2022 18:45","37","37","n/e","n/e","1282","1282"
"24.08.2022 18:45 - 24.08.2022 19:00","34","34","n/e","n/e","1280","1280"
"24.08.2022 19:00 - 24.08.2022 19:15","9","9","n/e","n/e","1267","1267"
"24.08.2022 19:15 - 24.08.2022 19:30","9","9","n/e","n/e","1267","1267"
"24.08.2022 19:30 - 24.08.2022 19:45","9","9","n/e","n/e","1267","1267"
"24.08.2022 19:45 - 24.08.2022 20:00","9","9","n/e","n/e","1267","1267"
"24.08.2022 20:00 - 24.08.2022 20:15","2","2","n/e","n/e","1202","1202"
"24.08.2022 20:15 - 24.08.2022 20:30","2","2","n/e","n/e","1201","1201"
"24.08.2022 20:30 - 24.08.2022 20:45","2","2","n/e","n/e","1201","1201"
"24.08.2022 20:45 - 24.08.2022 21:00","2","2","n/e","n/e","1200","1200"
"24.08.2022 21:00 - 24.08.2022 21:15","1","1","n/e","n/e","1060","1060"
"24.08.2022 21:15 - 24.08.2022 21:30","1","1","n/e","n/e","1058","1058"
"24.08.2022 21:30 - 24.08.2022 21:45","1","1","n/e","n/e","1056","1056"
"24.08.2022 21:45 - 24.08.2022 22:00","1","1","n/e","n/e","1055","1055"
"24.08.2022 22:00 - 24.08.2022 22:15","0","0","n/e","n/e","899","899"
"24.08.2022 22:15 - 24.08.2022 22:30","0","0","n/e","n/e","898","898"
"24.08.2022 22:30 - 24.08.2022 22:45","0","0","n/e","n/e","897","897"
"24.08.2022 22:45 - 24.08.2022 23:00","0","0","n/e","n/e","896","896"
"24.08.2022 23:00 - 24.08.2022 23:15","0","0","n/e","n/e","813","814"
"24.08.2022 23:15 - 24.08.2022 23:30","0","0","n/e","n/e","812","814"
"24.08.2022 23:30 - 24.08.2022 23:45","0","0","n/e","n/e","811","830"
"24.08.2022 23:45 - 25.08.2022 00:00","0","0","n/e","n/e","811","812"
"25.08.2022 00:00 - 25.08.2022 00:15","0","0","n/e","n/e","873","876"
"25.08.2022 00:15 - 25.08.2022 00:30","0","0","n/e","n/e","873","876"
"25.08.2022 00:30 - 25.08.2022 00:45","0","0","n/e","n/e","873","876"
"25.08.2022 00:45 - 25.08.2022 01:00","0","0","n/e","n/e","872","876"
"25.08.2022 01:00 - 25.08.2022 01:15","0","0","n/e","n/e","977","1020"
"25.08.2022 01:15 - 25.08.2022 01:30","0","0","n/e","n/e","978","1022"
"25.08.2022 01:30 - 25.08.2022 01:45","0","0","n/e","n/e","979","1024"
"25.08.2022 01:45 - 25.08.2022 02:00","0","0","n/e","n/e","980","1024"
"25.08.2022 02:00 - 25.08.2022 02:15","0","0","n/e","n/e","1101","1106"
"25.08.2022 02:15 - 25.08.2022 02:30","0","0","n/e","n/e","1102","1107"
"25.08.2022 02:30 - 25.08.2022 02:45","0","0","n/e","n/e","1103","1108"
"25.08.2022 02:45 - 25.08.2022 03:00","0","0","n/e","n/e","1105","1110"
"25.08.2022 03:00 - 25.08.2022 03:15","0","0","n/e","n/e","1216","1223"
"25.08.2022 03:15 - 25.08.2022 03:30","0","0","n/e","n/e","1217","1224"
"25.08.2022 03:30 - 25.08.2022 03:45","0","0","n/e","n/e","1218","1225"
"25.08.2022 03:45 - 25.08.2022 04:00","0","0","n/e","n/e","1219","1227"
"25.08.2022 04:00 - 25.08.2022 04:15","0","0","n/e","n/e","1278","1385"
"25.08.2022 04:15 - 25.08.2022 04:30","0","0","n/e","n/e","1280","1394"
"25.08.2022 04:30 - 25.08.2022 04:45","0","0","n/e","n/e","1281","1391"
"25.08.2022 04:45 - 25.08.2022 05:00","0","0","n/e","n/e","1282","1391"
"25.08.2022 05:00 - 25.08.2022 05:15","5","5","n/e","n/e","1349","1393"
"25.08.2022 05:15 - 25.08.2022 05:30","5","5","n/e","n/e","1349","1407"
"25.08.2022 05:30 - 25.08.2022 05:45","6","6","n/e","n/e","1350","1409"
"25.08.2022 05:45 - 25.08.2022 06:00","9","9","n/e","n/e","1350","1417"
"25.08.2022 06:00 - 25.08.2022 06:15","55","55","n/e","n/e","1381","1386"
"25.08.2022 06:15 - 25.08.2022 06:30","61","61","n/e","n/e","1381","1386"
"25.08.2022 06:30 - 25.08.2022 06:45","71","71","n/e","n/e","1381","1386"
"25.08.2022 06:45 - 25.08.2022 07:00","84","85","n/e","n/e","1380","1385"
"25.08.2022 07:00 - 25.08.2022 07:15","224","224","n/e","n/e","1279","1283"
"25.08.2022 07:15 - 25.08.2022 07:30","239","239","n/e","n/e","1279","1283"
"25.08.2022 07:30 - 25.08.2022 07:45","254","254","n/e","n/e","1279","1282"
"25.08.2022 07:45 - 25.08.2022 08:00","270","270","n/e","n/e","1279","1282"
"25.08.2022 08:00 - 25.08.2022 08:15","443","443","n/e","n/e","1192","1192"
"25.08.2022 08:15 - 25.08.2022 08:30","460","460","n/e","n/e","1193","1193"
"25.08.2022 08:30 - 25.08.2022 08:45","475","475","n/e","n/e","1194","1194"
"25.08.2022 08:45 - 25.08.2022 09:00","490","490","n/e","n/e","1194","1194"
"25.08.2022 09:00 - 25.08.2022 09:15","634","634","n/e","n/e","1226","1226"
"25.08.2022 09:15 - 25.08.2022 09:30","645","645","n/e","n/e","1227","1227"
"25.08.2022 09:30 - 25.08.2022 09:45","656","656","n/e","n/e","1227","1227"
"25.08.2022 09:45 - 25.08.2022 10:00","666","666","n/e","n/e","1228","1228"
"25.08.2022 10:00 - 25.08.2022 10:15","766","766","n/e","n/e","1260","1260"
"25.08.2022 10:15 - 25.08.2022 10:30","774","774","n/e","n/e","1260","1260"
"25.08.2022 10:30 - 25.08.2022 10:45","780","780","n/e","n/e","1261","1261"
"25.08.2022 10:45 - 25.08.2022 11:00","785","785","n/e","n/e","1262","1262"
"25.08.2022 11:00 - 25.08.2022 11:15","833","833","n/e","n/e","1317","1317"
"25.08.2022 11:15 - 25.08.2022 11:30","836","836","n/e","n/e","1318","1318"
"25.08.2022 11:30 - 25.08.2022 11:45","837","837","n/e","n/e","1319","1319"
"25.08.2022 11:45 - 25.08.2022 12:00","838","838","n/e","n/e","1320","1320"
"25.08.2022 12:00 - 25.08.2022 12:15","843","843","n/e","n/e","1378","1378"
"25.08.2022 12:15 - 25.08.2022 12:30","843","843","n/e","n/e","1378","1378"
"25.08.2022 12:30 - 25.08.2022 12:45","843","843","n/e","n/e","1378","1378"
"25.08.2022 12:45 - 25.08.2022 13:00","843","843","n/e","n/e","1378","1378"
"25.08.2022 13:00 - 25.08.2022 13:15","812","812","n/e","n/e","1376","1376"
"25.08.2022 13:15 - 25.08.2022 13:30","810","810","n/e","n/e","1376","1376"
"25.08.2022 13:30 - 25.08.2022 13:45","806","806","n/e","n/e","1376","1376"
"25.08.2022 13:45 - 25.08.2022 14:00","801","801","n/e","n/e","1376","1376"
"25.08.2022 14:00 - 25.08.2022 14:15","722","722","n/e","n/e","1342","1342"
"25.08.2022 14:15 - 25.08.2022 14:30","718","718","n/e","n/e","1342","1342"
"25.08.2022 14:30 - 25.08.2022 14:45","710","710","n/e","n/e","1342","1342"
"25.08.2022 14:45 - 25.08.2022 15:00","702","702","n/e","n/e","1341","1341"
"25.08.2022 15:00 - 25.08.2022 15:15","585","585","n/e","n/e","1305","1305"
"25.08.2022 15:15 - 25.08.2022 15:30","572","572","n/e","n/e","1305","1305"
"25.08.2022 15:30 - 25.08.2022 15:45","558","558","n/e","n/e","1305","1305"
"25.08.2022 15:45 - 25.08.2022 16:00","549","549","n/e","n/e","1305","1305"
"25.08.2022 16:00 - 25.08.2022 16:15","407","407","n/e","n/e","1271","1271"
"25.08.2022 16:15 - 25.08.2022 16:30","394","394","n/e","n/e","1270","1270"
"25.08.2022 16:30 - 25.08.2022 16:45","378","378","n/e","n/e","1268","1268"
"25.08.2022 16:45 - 25.08.2022 17:00","363","363","n/e","n/e","1267","1267"
"25.08.2022 17:00 - 25.08.2022 17:15","210","210","n/e","n/e","1079","1079"
"25.08.2022 17:15 - 25.08.2022 17:30","190","190","n/e","n/e","1075","1075"
"25.08.2022 17:30 - 25.08.2022 17:45","179","179","n/e","n/e","1072","1072"
"25.08.2022 17:45 - 25.08.2022 18:00","169","169","n/e","n/e","1068","1068"
"25.08.2022 18:00 - 25.08.2022 18:15","56","56","n/e","n/e","815","815"
"25.08.2022 18:15 - 25.08.2022 18:30","48","48","n/e","n/e","811","811"
"25.08.2022 18:30 - 25.08.2022 18:45","41","41","n/e","n/e","808","808"
"25.08.2022 18:45 - 25.08.2022 19:00","37","37","n/e","n/e","804","804"
"25.08.2022 19:00 - 25.08.2022 19:15","3","3","n/e","n/e","609","609"
"25.08.2022 19:15 - 25.08.2022 19:30","3","3","n/e","n/e","607","607"
"25.08.2022 19:30 - 25.08.2022 19:45","3","3","n/e","n/e","605","605"
"25.08.2022 19:45 - 25.08.2022 20:00","2","2","n/e","n/e","604","604"
"25.08.2022 20:00 - 25.08.2022 20:15","0","0","n/e","n/e","493","493"
"25.08.2022 20:15 - 25.08.2022 20:30","0","0","n/e","n/e","493","493"
"25.08.2022 20:30 - 25.08.2022 20:45","0","0","n/e","n/e","493","493"
"25.08.2022 20:45 - 25.08.2022 21:00","0","0","n/e","n/e","493","493"
"25.08.2022 21:00 - 25.08.2022 21:15","0","0","n/e","n/e","430","430"
"25.08.2022 21:15 - 25.08.2022 21:30","0","0","n/e","n/e","430","430"
"25.08.2022 21:30 - 25.08.2022 21:45","0","0","n/e","n/e","430","430"
"25.08.2022 21:45 - 25.08.2022 22:00","0","0","n/e","n/e","429","429"
"25.08.2022 22:00 - 25.08.2022 22:15","0","0","n/e","n/e","409","409"
"25.08.2022 22:15 - 25.08.2022 22:30","0","0","n/e","n/e","409","409"
"25.08.2022 22:30 - 25.08.2022 22:45","0","0","n/e","n/e","409","409"
"25.08.2022 22:45 - 25.08.2022 23:00","0","0","n/e","n/e","409","409"
"25.08.2022 23:00 - 25.08.2022 23:15","0","0","n/e","n/e","479","523"
"25.08.2022 23:15 - 25.08.2022 23:30","0","0","n/e","n/e","480","509"
"25.08.2022 23:30 - 25.08.2022 23:45","0","0","n/e","n/e","480","496"
"25.08.2022 23:45 - 26.08.2022 00:00","0","0","n/e","n/e","481","492"
"26.08.2022 00:00 - 26.08.2022 00:15","0","0","n/e","n/e","683","780"
"26.08.2022 00:15 - 26.08.2022 00:30","0","0","n/e","n/e","684","781"
"26.08.2022 00:30 - 26.08.2022 00:45","0","0","n/e","n/e","685","787"
"26.08.2022 00:45 - 26.08.2022 01:00","0","0","n/e","n/e","686","785"
"26.08.2022 01:00 - 26.08.2022 01:15","0","0","n/e","n/e","816","867"
"26.08.2022 01:15 - 26.08.2022 01:30","0","0","n/e","n/e","817","873"
"26.08.2022 01:30 - 26.08.2022 01:45","0","0","n/e","n/e","818","876"
"26.08.2022 01:45 - 26.08.2022 02:00","0","0","n/e","n/e","819","877"
"26.08.2022 02:00 - 26.08.2022 02:15","0","0","n/e","n/e","896","924"
"26.08.2022 02:15 - 26.08.2022 02:30","0","0","n/e","n/e","897","923"
"26.08.2022 02:30 - 26.08.2022 02:45","0","0","n/e","n/e","898","917"
"26.08.2022 02:45 - 26.08.2022 03:00","0","0","n/e","n/e","899","919"
"26.08.2022 03:00 - 26.08.2022 03:15","0","0","n/e","n/e","931","916"
"26.08.2022 03:15 - 26.08.2022 03:30","0","0","n/e","n/e","930","915"
"26.08.2022 03:30 - 26.08.2022 03:45","0","0","n/e","n/e","930","915"
"26.08.2022 03:45 - 26.08.2022 04:00","0","0","n/e","n/e","929","914"
"26.08.2022 04:00 - 26.08.2022 04:15","0","0","n/e","n/e","917","934"
"26.08.2022 04:15 - 26.08.2022 04:30","0","0","n/e","n/e","917","933"
"26.08.2022 04:30 - 26.08.2022 04:45","0","0","n/e","n/e","916","931"
"26.08.2022 04:45 - 26.08.2022 05:00","0","0","n/e","n/e","916","930"
"26.08.2022 05:00 - 26.08.2022 05:15","5","5","n/e","n/e","933","946"
"26.08.2022 05:15 - 26.08.2022 05:30","5","5","n/e","n/e","933","946"
"26.08.2022 05:30 - 26.08.2022 05:45","6","6","n/e","n/e","933","946"
"26.08.2022 05:45 - 26.08.2022 06:00","8","9","n/e","n/e","933","951"
"26.08.2022 06:00 - 26.08.2022 06:15","56","55","n/e","n/e","890","891"
"26.08.2022 06:15 - 26.08.2022 06:30","62","62","n/e","n/e","890","891"
"26.08.2022 06:30 - 26.08.2022 06:45","72","72","n/e","n/e","889","890"
"26.08.2022 06:45 - 26.08.2022 07:00","85","85","n/e","n/e","889","890"
"26.08.2022 07:00 - 26.08.2022 07:15","233","232","n/e","n/e","773","773"
"26.08.2022 07:15 - 26.08.2022 07:30","247","247","n/e","n/e","773","773"
"26.08.2022 07:30 - 26.08.2022 07:45","264","264","n/e","n/e","773","773"
"26.08.2022 07:45 - 26.08.2022 08:00","279","280","n/e","n/e","772","772"
"26.08.2022 08:00 - 26.08.2022 08:15","460","460","n/e","n/e","695","695"
"26.08.2022 08:15 - 26.08.2022 08:30","478","477","n/e","n/e","696","696"
"26.08.2022 08:30 - 26.08.2022 08:45","492","492","n/e","n/e","697","697"
"26.08.2022 08:45 - 26.08.2022 09:00","506","506","n/e","n/e","698","698"
"26.08.2022 09:00 - 26.08.2022 09:15","655","654","n/e","n/e","677","677"
"26.08.2022 09:15 - 26.08.2022 09:30","667","666","n/e","n/e","678","678"
"26.08.2022 09:30 - 26.08.2022 09:45","677","677","n/e","n/e","678","678"
"26.08.2022 09:45 - 26.08.2022 10:00","686","687","n/e","n/e","679","679"
"26.08.2022 10:00 - 26.08.2022 10:15","781","781","n/e","n/e","660","660"
"26.08.2022 10:15 - 26.08.2022 10:30","789","789","n/e","n/e","660","660"
"26.08.2022 10:30 - 26.08.2022 10:45","794","794","n/e","n/e","659","659"
"26.08.2022 10:45 - 26.08.2022 11:00","798","798","n/e","n/e","659","659"
"26.08.2022 11:00 - 26.08.2022 11:15","847","847","n/e","n/e","638","639"
"26.08.2022 11:15 - 26.08.2022 11:30","850","850","n/e","n/e","639","640"
"26.08.2022 11:30 - 26.08.2022 11:45","852","852","n/e","n/e","639","640"
"26.08.2022 11:45 - 26.08.2022 12:00","853","853","n/e","n/e","639","640"
"26.08.2022 12:00 - 26.08.2022 12:15","862","862","n/e","n/e","660","660"
"26.08.2022 12:15 - 26.08.2022 12:30","862","862","n/e","n/e","660","660"
"26.08.2022 12:30 - 26.08.2022 12:45","862","862","n/e","n/e","660","660"
"26.08.2022 12:45 - 26.08.2022 13:00","861","861","n/e","n/e","660","660"
"26.08.2022 13:00 - 26.08.2022 13:15","825","825","n/e","n/e","653","653"
"26.08.2022 13:15 - 26.08.2022 13:30","823","823","n/e","n/e","653","653"
"26.08.2022 13:30 - 26.08.2022 13:45","819","819","n/e","n/e","653","653"
"26.08.2022 13:45 - 26.08.2022 14:00","814","814","n/e","n/e","653","653"
"26.08.2022 14:00 - 26.08.2022 14:15","737","737","n/e","n/e","651","651"
"26.08.2022 14:15 - 26.08.2022 14:30","732","732","n/e","n/e","650","650"
"26.08.2022 14:30 - 26.08.2022 14:45","725","725","n/e","n/e","650","650"
"26.08.2022 14:45 - 26.08.2022 15:00","717","717","n/e","n/e","649","649"
"26.08.2022 15:00 - 26.08.2022 15:15","593","593","n/e","n/e","599","599"
"26.08.2022 15:15 - 26.08.2022 15:30","580","580","n/e","n/e","598","598"
"26.08.2022 15:30 - 26.08.2022 15:45","566","566","n/e","n/e","598","598"
"26.08.2022 15:45 - 26.08.2022 16:00","557","557","n/e","n/e","598","598"
"26.08.2022 16:00 - 26.08.2022 16:15","412","412","n/e","n/e","551","551"
"26.08.2022 16:15 - 26.08.2022 16:30","399","399","n/e","n/e","550","550"
"26.08.2022 16:30 - 26.08.2022 16:45","384","384","n/e","n/e","549","549"
"26.08.2022 16:45 - 26.08.2022 17:00","369","369","n/e","n/e","548","548"
"26.08.2022 17:00 - 26.08.2022 17:15","209","209","n/e","n/e","470","470"
"26.08.2022 17:15 - 26.08.2022 17:30","189","189","n/e","n/e","469","469"
"26.08.2022 17:30 - 26.08.2022 17:45","178","178","n/e","n/e","467","467"
"26.08.2022 17:45 - 26.08.2022 18:00","168","168","n/e","n/e","466","466"
"26.08.2022 18:00 - 26.08.2022 18:15","54","54","n/e","n/e","423","423"
"26.08.2022 18:15 - 26.08.2022 18:30","46","46","n/e","n/e","422","422"
"26.08.2022 18:30 - 26.08.2022 18:45","40","40","n/e","n/e","421","421"
"26.08.2022 18:45 - 26.08.2022 19:00","36","36","n/e","n/e","420","420"
"26.08.2022 19:00 - 26.08.2022 19:15","3","3","n/e","n/e","376","376"
"26.08.2022 19:15 - 26.08.2022 19:30","3","3","n/e","n/e","375","375"
"26.08.2022 19:30 - 26.08.2022 19:45","3","3","n/e","n/e","375","375"
"26.08.2022 19:45 - 26.08.2022 20:00","2","2","n/e","n/e","374","374"
"26.08.2022 20:00 - 26.08.2022 20:15","0","0","n/e","n/e","325","325"
"26.08.2022 20:15 - 26.08.2022 20:30","0","0","n/e","n/e","325","325"
"26.08.2022 20:30 - 26.08.2022 20:45","0","0","n/e","n/e","325","325"
"26.08.2022 20:45 - 26.08.2022 21:00","0","0","n/e","n/e","325","325"
"26.08.2022 21:00 - 26.08.2022 21:15","0","0","n/e","n/e","333","333"
"26.08.2022 21:15 - 26.08.2022 21:30","0","0","n/e","n/e","333","333"
"26.08.2022 21:30 - 26.08.2022 21:45","0","0","n/e","n/e","333","333"
"26.08.2022 21:45 - 26.08.2022 22:00","0","0","n/e","n/e","333","333"
"26.08.2022 22:00 - 26.08.2022 22:15","0","0","n/e","n/e","304","304"
"26.08.2022 22:15 - 26.08.2022 22:30","0","0","n/e","n/e","303","303"
"26.08.2022 22:30 - 26.08.2022 22:45","0","0","n/e","n/e","303","303"
"26.08.2022 22:45 - 26.08.2022 23:00","0","0","n/e","n/e","303","303"
"26.08.2022 23:00 - 26.08.2022 23:15","0","0","n/e","n/e","297","284"
"26.08.2022 23:15 - 26.08.2022 23:30","0","0","n/e","n/e","297","284"
"26.08.2022 23:30 - 26.08.2022 23:45","0","0","n/e","n/e","296","284"
"26.08.2022 23:45 - 27.08.2022 00:00","0","0","n/e","n/e","296","284"
"27.08.2022 00:00 - 27.08.2022 00:15","0","0","n/e","n/e","244","248"
"27.08.2022 00:15 - 27.08.2022 00:30","0","0","n/e","n/e","244","248"
"27.08.2022 00:30 - 27.08.2022 00:45","0","0","n/e","n/e","244","248"
"27.08.2022 00:45 - 27.08.2022 01:00","0","0","n/e","n/e","244","248"
"27.08.2022 01:00 - 27.08.2022 01:15","0","0","n/e","n/e","251","267"
"27.08.2022 01:15 - 27.08.2022 01:30","0","0","n/e","n/e","251","267"
"27.08.2022 01:30 - 27.08.2022 01:45","0","0","n/e","n/e","251","268"
"27.08.2022 01:45 - 27.08.2022 02:00","0","0","n/e","n/e","251","268"
"27.08.2022 02:00 - 27.08.2022 02:15","0","0","n/e","n/e","266","268"
"27.08.2022 02:15 - 27.08.2022 02:30","0","0","n/e","n/e","266","268"
"27.08.2022 02:30 - 27.08.2022 02:45","0","0","n/e","n/e","266","268"
"27.08.2022 02:45 - 27.08.2022 03:00","0","0","n/e","n/e","266","268"
"27.08.2022 03:00 - 27.08.2022 03:15","0","0","n/e","n/e","271","277"
"27.08.2022 03:15 - 27.08.2022 03:30","0","0","n/e","n/e","271","277"
"27.08.2022 03:30 - 27.08.2022 03:45","0","0","n/e","n/e","271","277"
"27.08.2022 03:45 - 27.08.2022 04:00","0","0","n/e","n/e","271","273"
"27.08.2022 04:00 - 27.08.2022 04:15","0","0","n/e","n/e","214","214"
"27.08.2022 04:15 - 27.08.2022 04:30","0","0","n/e","n/e","214","214"
"27.08.2022 04:30 - 27.08.2022 04:45","0","0","n/e","n/e","214","214"
"27.08.2022 04:45 - 27.08.2022 05:00","0","0","n/e","n/e","214","214"
"27.08.2022 05:00 - 27.08.2022 05:15","4","4","n/e","n/e","211","210"
"27.08.2022 05:15 - 27.08.2022 05:30","5","5","n/e","n/e","211","210"
"27.08.2022 05:30 - 27.08.2022 05:45","6","6","n/e","n/e","211","210"
"27.08.2022 05:45 - 27.08.2022 06:00","8","8","n/e","n/e","211","209"
"27.08.2022 06:00 - 27.08.2022 06:15","54","53","n/e","n/e","174","172"
"27.08.2022 06:15 - 27.08.2022 06:30","60","60","n/e","n/e","173","171"
"27.08.2022 06:30 - 27.08.2022 06:45","70","70","n/e","n/e","173","171"
"27.08.2022 06:45 - 27.08.2022 07:00","83","83","n/e","n/e","173","171"
"27.08.2022 07:00 - 27.08.2022 07:15","234","233","n/e","n/e","150","150"
"27.08.2022 07:15 - 27.08.2022 07:30","249","248","n/e","n/e","150","150"
"27.08.2022 07:30 - 27.08.2022 07:45","265","265","n/e","n/e","150","149"
"27.08.2022 07:45 - 27.08.2022 08:00","281","281","n/e","n/e","150","149"
"27.08.2022 08:00 - 27.08.2022 08:15","457","457","n/e","n/e","122","116"
"27.08.2022 08:15 - 27.08.2022 08:30","475","475","n/e","n/e","122","116"
"27.08.2022 08:30 - 27.08.2022 08:45","490","491","n/e","n/e","122","116"
"27.08.2022 08:45 - 27.08.2022 09:00","506","506","n/e","n/e","122","116"
"27.08.2022 09:00 - 27.08.2022 09:15","652","652","n/e","n/e","176","169"
"27.08.2022 09:15 - 27.08.2022 09:30","664","664","n/e","n/e","176","169"
"27.08.2022 09:30 - 27.08.2022 09:45","676","676","n/e","n/e","176","169"
"27.08.2022 09:45 - 27.08.2022 10:00","685","686","n/e","n/e","176","169"
"27.08.2022 10:00 - 27.08.2022 10:15","782","782","n/e","n/e","130","129"
"27.08.2022 10:15 - 27.08.2022 10:30","791","791","n/e","n/e","130","129"
"27.08.2022 10:30 - 27.08.2022 10:45","796","796","n/e","n/e","130","129"
"27.08.2022 10:45 - 27.08.2022 11:00","802","802","n/e","n/e","130","129"
"27.08.2022 11:00 - 27.08.2022 11:15","852","852","n/e","n/e","127","126"
"27.08.2022 11:15 - 27.08.2022 11:30","855","855","n/e","n/e","127","126"
"27.08.2022 11:30 - 27.08.2022 11:45","857","857","n/e","n/e","127","126"
"27.08.2022 11:45 - 27.08.2022 12:00","858","858","n/e","n/e","127","126"
"27.08.2022 12:00 - 27.08.2022 12:15","862","862","n/e","n/e","170","169"
"27.08.2022 12:15 - 27.08.2022 12:30","862","862","n/e","n/e","170","169"
"27.08.2022 12:30 - 27.08.2022 12:45","862","862","n/e","n/e","170","169"
"27.08.2022 12:45 - 27.08.2022 13:00","861","861","n/e","n/e","170","169"
"27.08.2022 13:00 - 27.08.2022 13:15","825","825","n/e","n/e","185","184"
"27.08.2022 13:15 - 27.08.2022 13:30","823","823","n/e","n/e","185","184"
"27.08.2022 13:30 - 27.08.2022 13:45","819","819","n/e","n/e","186","185"
"27.08.2022 13:45 - 27.08.2022 14:00","814","814","n/e","n/e","186","185"
"27.08.2022 14:00 - 27.08.2022 14:15","745","745","n/e","n/e","203","202"
"27.08.2022 14:15 - 27.08.2022 14:30","739","739","n/e","n/e","203","202"
"27.08.2022 14:30 - 27.08.2022 14:45","731","731","n/e","n/e","203","202"
"27.08.2022 14:45 - 27.08.2022 15:00","724","724","n/e","n/e","202","201"
"27.08.2022 15:00 - 27.08.2022 15:15","607","608","n/e","n/e","208","207"
"27.08.2022 15:15 - 27.08.2022 15:30","594","594","n/e","n/e","208","207"
