"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Netherlands (NL)","Generation - Solar  [MW] Current / Netherlands (NL)","Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Offshore  [MW] Current / Netherlands (NL)","Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Onshore  [MW] Current / Netherlands (NL)"
"01.05.2022 01:45 - 01.05.2022 02:00","0","n/e","77","n/e","154","n/e"
"01.05.2022 02:00 - 01.05.2022 02:15","0","n/e","66","n/e","137","n/e"
"01.05.2022 02:15 - 01.05.2022 02:30","0","n/e","55","n/e","124","n/e"
"01.05.2022 02:30 - 01.05.2022 02:45","0","n/e","45","n/e","114","n/e"
"01.05.2022 02:45 - 01.05.2022 03:00","0","n/e","34","n/e","104","n/e"
"01.05.2022 03:00 - 01.05.2022 03:15","0","n/e","24","n/e","95","n/e"
"01.05.2022 03:15 - 01.05.2022 03:30","0","n/e","18","n/e","84","n/e"
"01.05.2022 03:30 - 01.05.2022 03:45","0","n/e","16","n/e","78","n/e"
"01.05.2022 03:45 - 01.05.2022 04:00","0","n/e","14","n/e","71","n/e"
"01.05.2022 04:00 - 01.05.2022 04:15","0","n/e","13","n/e","64","n/e"
"01.05.2022 04:15 - 01.05.2022 04:30","0","n/e","11","n/e","58","n/e"
"01.05.2022 04:30 - 01.05.2022 04:45","0","n/e","10","n/e","54","n/e"
"01.05.2022 04:45 - 01.05.2022 05:00","0","n/e","10","n/e","48","n/e"
"01.05.2022 05:00 - 01.05.2022 05:15","0","n/e","9","n/e","42","n/e"
"01.05.2022 05:15 - 01.05.2022 05:30","0","n/e","8","n/e","39","n/e"
"01.05.2022 05:30 - 01.05.2022 05:45","0","n/e","8","n/e","39","n/e"
"01.05.2022 05:45 - 01.05.2022 06:00","0","n/e","8","n/e","36","n/e"
"01.05.2022 06:00 - 01.05.2022 06:15","0","n/e","8","n/e","36","n/e"
"01.05.2022 06:15 - 01.05.2022 06:30","22","n/e","7","n/e","36","n/e"
"01.05.2022 06:30 - 01.05.2022 06:45","45","n/e","7","n/e","35","n/e"
"01.05.2022 06:45 - 01.05.2022 07:00","68","n/e","7","n/e","35","n/e"
"01.05.2022 07:00 - 01.05.2022 07:15","90","n/e","7","n/e","34","n/e"
"01.05.2022 07:15 - 01.05.2022 07:30","251","n/e","7","n/e","33","n/e"
"01.05.2022 07:30 - 01.05.2022 07:45","415","n/e","7","n/e","33","n/e"
"01.05.2022 07:45 - 01.05.2022 08:00","578","n/e","7","n/e","33","n/e"
"01.05.2022 08:00 - 01.05.2022 08:15","740","n/e","7","n/e","32","n/e"
"01.05.2022 08:15 - 01.05.2022 08:30","958","n/e","7","n/e","31","n/e"
"01.05.2022 08:30 - 01.05.2022 08:45","1171","n/e","7","n/e","31","n/e"
"01.05.2022 08:45 - 01.05.2022 09:00","1386","n/e","8","n/e","30","n/e"
"01.05.2022 09:00 - 01.05.2022 09:15","1603","n/e","8","n/e","29","n/e"
"01.05.2022 09:15 - 01.05.2022 09:30","1855","n/e","8","n/e","29","n/e"
"01.05.2022 09:30 - 01.05.2022 09:45","2104","n/e","8","n/e","28","n/e"
"01.05.2022 09:45 - 01.05.2022 10:00","2358","n/e","8","n/e","28","n/e"
"01.05.2022 10:00 - 01.05.2022 10:15","2609","n/e","9","n/e","28","n/e"
"01.05.2022 10:15 - 01.05.2022 10:30","2834","n/e","9","n/e","27","n/e"
"01.05.2022 10:30 - 01.05.2022 10:45","3060","n/e","9","n/e","27","n/e"
"01.05.2022 10:45 - 01.05.2022 11:00","3288","n/e","9","n/e","27","n/e"
"01.05.2022 11:00 - 01.05.2022 11:15","3516","n/e","9","n/e","26","n/e"
"01.05.2022 11:15 - 01.05.2022 11:30","3472","n/e","10","n/e","28","n/e"
"01.05.2022 11:30 - 01.05.2022 11:45","3429","n/e","10","n/e","28","n/e"
"01.05.2022 11:45 - 01.05.2022 12:00","3385","n/e","10","n/e","28","n/e"
"01.05.2022 12:00 - 01.05.2022 12:15","3340","n/e","11","n/e","28","n/e"
"01.05.2022 12:15 - 01.05.2022 12:30","3435","n/e","11","n/e","29","n/e"
"01.05.2022 12:30 - 01.05.2022 12:45","3532","n/e","11","n/e","30","n/e"
"01.05.2022 12:45 - 01.05.2022 13:00","3627","n/e","11","n/e","31","n/e"
"01.05.2022 13:00 - 01.05.2022 13:15","3722","n/e","11","n/e","35","n/e"
"01.05.2022 13:15 - 01.05.2022 13:30","3760","n/e","11","n/e","36","n/e"
"01.05.2022 13:30 - 01.05.2022 13:45","3794","n/e","12","n/e","41","n/e"
"01.05.2022 13:45 - 01.05.2022 14:00","3832","n/e","12","n/e","46","n/e"
"01.05.2022 14:00 - 01.05.2022 14:15","3868","n/e","12","n/e","50","n/e"
"01.05.2022 14:15 - 01.05.2022 14:30","3790","n/e","13","n/e","54","n/e"
"01.05.2022 14:30 - 01.05.2022 14:45","3713","n/e","15","n/e","57","n/e"
"01.05.2022 14:45 - 01.05.2022 15:00","3637","n/e","16","n/e","57","n/e"
"01.05.2022 15:00 - 01.05.2022 15:15","3558","n/e","18","n/e","57","n/e"
"01.05.2022 15:15 - 01.05.2022 15:30","3477","n/e","26","n/e","62","n/e"
"01.05.2022 15:30 - 01.05.2022 15:45","3398","n/e","42","n/e","70","n/e"
"01.05.2022 15:45 - 01.05.2022 16:00","3316","n/e","58","n/e","76","n/e"
"01.05.2022 16:00 - 01.05.2022 16:15","3235","n/e","74","n/e","81","n/e"
"01.05.2022 16:15 - 01.05.2022 16:30","3106","n/e","92","n/e","92","n/e"
"01.05.2022 16:30 - 01.05.2022 16:45","2976","n/e","114","n/e","110","n/e"
"01.05.2022 16:45 - 01.05.2022 17:00","2850","n/e","136","n/e","125","n/e"
"01.05.2022 17:00 - 01.05.2022 17:15","2719","n/e","158","n/e","141","n/e"
"01.05.2022 17:15 - 01.05.2022 17:30","2560","n/e","169","n/e","148","n/e"
"01.05.2022 17:30 - 01.05.2022 17:45","2398","n/e","168","n/e","151","n/e"
"01.05.2022 17:45 - 01.05.2022 18:00","2237","n/e","168","n/e","153","n/e"
"01.05.2022 18:00 - 01.05.2022 18:15","2074","n/e","167","n/e","154","n/e"
"01.05.2022 18:15 - 01.05.2022 18:30","1896","n/e","166","n/e","162","n/e"
"01.05.2022 18:30 - 01.05.2022 18:45","1712","n/e","163","n/e","173","n/e"
"01.05.2022 18:45 - 01.05.2022 19:00","1533","n/e","161","n/e","185","n/e"
"01.05.2022 19:00 - 01.05.2022 19:15","1351","n/e","159","n/e","196","n/e"
"01.05.2022 19:15 - 01.05.2022 19:30","1191","n/e","158","n/e","208","n/e"
"01.05.2022 19:30 - 01.05.2022 19:45","1028","n/e","158","n/e","225","n/e"
"01.05.2022 19:45 - 01.05.2022 20:00","865","n/e","158","n/e","239","n/e"
"01.05.2022 20:00 - 01.05.2022 20:15","705","n/e","158","n/e","257","n/e"
"01.05.2022 20:15 - 01.05.2022 20:30","574","n/e","161","n/e","277","n/e"
"01.05.2022 20:30 - 01.05.2022 20:45","440","n/e","168","n/e","302","n/e"
"01.05.2022 20:45 - 01.05.2022 21:00","309","n/e","174","n/e","328","n/e"
"01.05.2022 21:00 - 01.05.2022 21:15","178","n/e","180","n/e","355","n/e"
"01.05.2022 21:15 - 01.05.2022 21:30","132","n/e","186","n/e","384","n/e"
"01.05.2022 21:30 - 01.05.2022 21:45","88","n/e","192","n/e","418","n/e"
"01.05.2022 21:45 - 01.05.2022 22:00","44","n/e","199","n/e","452","n/e"
"01.05.2022 22:00 - 01.05.2022 22:15","0","n/e","205","n/e","488","n/e"
"01.05.2022 22:15 - 01.05.2022 22:30","0","n/e","210","n/e","527","n/e"
"01.05.2022 22:30 - 01.05.2022 22:45","0","n/e","216","n/e","571","n/e"
"01.05.2022 22:45 - 01.05.2022 23:00","0","n/e","221","n/e","612","n/e"
"01.05.2022 23:00 - 01.05.2022 23:15","0","n/e","227","n/e","658","n/e"
"01.05.2022 23:15 - 01.05.2022 23:30","0","n/e","229","n/e","665","n/e"
"01.05.2022 23:30 - 01.05.2022 23:45","0","n/e","228","n/e","638","n/e"
"01.05.2022 23:45 - 02.05.2022 00:00","0","n/e","228","n/e","609","n/e"
"02.05.2022 00:00 - 02.05.2022 00:15","0","n/e","162","n/e","513","n/e"
"02.05.2022 00:15 - 02.05.2022 00:30","0","n/e","160","n/e","491","n/e"
"02.05.2022 00:30 - 02.05.2022 00:45","0","n/e","159","n/e","467","n/e"
"02.05.2022 00:45 - 02.05.2022 01:00","0","n/e","158","n/e","447","n/e"
"02.05.2022 01:00 - 02.05.2022 01:15","0","n/e","156","n/e","423","n/e"
"02.05.2022 01:15 - 02.05.2022 01:30","0","n/e","155","n/e","404","n/e"
"02.05.2022 01:30 - 02.05.2022 01:45","0","n/e","154","n/e","389","n/e"
"02.05.2022 01:45 - 02.05.2022 02:00","0","n/e","152","n/e","372","n/e"
"02.05.2022 02:00 - 02.05.2022 02:15","0","n/e","151","n/e","355","n/e"
"02.05.2022 02:15 - 02.05.2022 02:30","0","n/e","147","n/e","333","n/e"
"02.05.2022 02:30 - 02.05.2022 02:45","0","n/e","142","n/e","309","n/e"
"02.05.2022 02:45 - 02.05.2022 03:00","0","n/e","136","n/e","283","n/e"
"02.05.2022 03:00 - 02.05.2022 03:15","0","n/e","130","n/e","256","n/e"
"02.05.2022 03:15 - 02.05.2022 03:30","0","n/e","122","n/e","233","n/e"
"02.05.2022 03:30 - 02.05.2022 03:45","0","n/e","111","n/e","215","n/e"
"02.05.2022 03:45 - 02.05.2022 04:00","0","n/e","101","n/e","197","n/e"
"02.05.2022 04:00 - 02.05.2022 04:15","0","n/e","90","n/e","177","n/e"
"02.05.2022 04:15 - 02.05.2022 04:30","0","n/e","80","n/e","163","n/e"
"02.05.2022 04:30 - 02.05.2022 04:45","0","n/e","71","n/e","148","n/e"
"02.05.2022 04:45 - 02.05.2022 05:00","0","n/e","61","n/e","132","n/e"
"02.05.2022 05:00 - 02.05.2022 05:15","0","n/e","52","n/e","119","n/e"
"02.05.2022 05:15 - 02.05.2022 05:30","0","n/e","45","n/e","111","n/e"
"02.05.2022 05:30 - 02.05.2022 05:45","0","n/e","41","n/e","106","n/e"
"02.05.2022 05:45 - 02.05.2022 06:00","0","n/e","38","n/e","102","n/e"
"02.05.2022 06:00 - 02.05.2022 06:15","0","n/e","34","n/e","95","n/e"
"02.05.2022 06:15 - 02.05.2022 06:30","26","n/e","31","n/e","90","n/e"
"02.05.2022 06:30 - 02.05.2022 06:45","55","n/e","29","n/e","86","n/e"
"02.05.2022 06:45 - 02.05.2022 07:00","81","n/e","26","n/e","81","n/e"
"02.05.2022 07:00 - 02.05.2022 07:15","106","n/e","23","n/e","76","n/e"
"02.05.2022 07:15 - 02.05.2022 07:30","282","n/e","22","n/e","71","n/e"
"02.05.2022 07:30 - 02.05.2022 07:45","460","n/e","21","n/e","67","n/e"
"02.05.2022 07:45 - 02.05.2022 08:00","637","n/e","21","n/e","63","n/e"
"02.05.2022 08:00 - 02.05.2022 08:15","814","n/e","21","n/e","58","n/e"
"02.05.2022 08:15 - 02.05.2022 08:30","1108","n/e","20","n/e","55","n/e"
"02.05.2022 08:30 - 02.05.2022 08:45","1400","n/e","19","n/e","52","n/e"
"02.05.2022 08:45 - 02.05.2022 09:00","1694","n/e","18","n/e","47","n/e"
"02.05.2022 09:00 - 02.05.2022 09:15","1989","n/e","17","n/e","42","n/e"
"02.05.2022 09:15 - 02.05.2022 09:30","2313","n/e","16","n/e","41","n/e"
"02.05.2022 09:30 - 02.05.2022 09:45","2637","n/e","16","n/e","40","n/e"
"02.05.2022 09:45 - 02.05.2022 10:00","2961","n/e","15","n/e","39","n/e"
"02.05.2022 10:00 - 02.05.2022 10:15","3287","n/e","15","n/e","35","n/e"
"02.05.2022 10:15 - 02.05.2022 10:30","3575","n/e","14","n/e","34","n/e"
"02.05.2022 10:30 - 02.05.2022 10:45","3865","n/e","14","n/e","34","n/e"
"02.05.2022 10:45 - 02.05.2022 11:00","4154","n/e","13","n/e","31","n/e"
"02.05.2022 11:00 - 02.05.2022 11:15","4444","n/e","13","n/e","32","n/e"
"02.05.2022 11:15 - 02.05.2022 11:30","4559","n/e","13","n/e","32","n/e"
"02.05.2022 11:30 - 02.05.2022 11:45","4676","n/e","14","n/e","32","n/e"
"02.05.2022 11:45 - 02.05.2022 12:00","4795","n/e","16","n/e","36","n/e"
"02.05.2022 12:00 - 02.05.2022 12:15","4913","n/e","17","n/e","38","n/e"
"02.05.2022 12:15 - 02.05.2022 12:30","5050","n/e","22","n/e","40","n/e"
"02.05.2022 12:30 - 02.05.2022 12:45","5184","n/e","32","n/e","43","n/e"
"02.05.2022 12:45 - 02.05.2022 13:00","5317","n/e","41","n/e","45","n/e"
"02.05.2022 13:00 - 02.05.2022 13:15","5453","n/e","51","n/e","47","n/e"
"02.05.2022 13:15 - 02.05.2022 13:30","5504","n/e","62","n/e","54","n/e"
"02.05.2022 13:30 - 02.05.2022 13:45","5553","n/e","75","n/e","66","n/e"
"02.05.2022 13:45 - 02.05.2022 14:00","5604","n/e","87","n/e","78","n/e"
"02.05.2022 14:00 - 02.05.2022 14:15","5657","n/e","100","n/e","90","n/e"
"02.05.2022 14:15 - 02.05.2022 14:30","5453","n/e","112","n/e","106","n/e"
"02.05.2022 14:30 - 02.05.2022 14:45","5252","n/e","125","n/e","129","n/e"
"02.05.2022 14:45 - 02.05.2022 15:00","5048","n/e","137","n/e","153","n/e"
"02.05.2022 15:00 - 02.05.2022 15:15","4847","n/e","149","n/e","177","n/e"
"02.05.2022 15:15 - 02.05.2022 15:30","4739","n/e","167","n/e","205","n/e"
"02.05.2022 15:30 - 02.05.2022 15:45","4631","n/e","191","n/e","245","n/e"
"02.05.2022 15:45 - 02.05.2022 16:00","4525","n/e","215","n/e","282","n/e"
"02.05.2022 16:00 - 02.05.2022 16:15","4417","n/e","238","n/e","319","n/e"
"02.05.2022 16:15 - 02.05.2022 16:30","4244","n/e","263","n/e","357","n/e"
"02.05.2022 16:30 - 02.05.2022 16:45","4072","n/e","288","n/e","399","n/e"
"02.05.2022 16:45 - 02.05.2022 17:00","3898","n/e","314","n/e","440","n/e"
"02.05.2022 17:00 - 02.05.2022 17:15","3726","n/e","339","n/e","481","n/e"
"02.05.2022 17:15 - 02.05.2022 17:30","3539","n/e","355","n/e","506","n/e"
"02.05.2022 17:30 - 02.05.2022 17:45","3351","n/e","359","n/e","514","n/e"
"02.05.2022 17:45 - 02.05.2022 18:00","3165","n/e","364","n/e","525","n/e"
"02.05.2022 18:00 - 02.05.2022 18:15","2978","n/e","369","n/e","534","n/e"
"02.05.2022 18:15 - 02.05.2022 18:30","2711","n/e","368","n/e","549","n/e"
"02.05.2022 18:30 - 02.05.2022 18:45","2441","n/e","363","n/e","572","n/e"
"02.05.2022 18:45 - 02.05.2022 19:00","2176","n/e","357","n/e","592","n/e"
"02.05.2022 19:00 - 02.05.2022 19:15","1906","n/e","351","n/e","612","n/e"
"02.05.2022 19:15 - 02.05.2022 19:30","1671","n/e","343","n/e","638","n/e"
"02.05.2022 19:30 - 02.05.2022 19:45","1432","n/e","333","n/e","668","n/e"
"02.05.2022 19:45 - 02.05.2022 20:00","1197","n/e","322","n/e","700","n/e"
"02.05.2022 20:00 - 02.05.2022 20:15","959","n/e","311","n/e","730","n/e"
"02.05.2022 20:15 - 02.05.2022 20:30","772","n/e","301","n/e","725","n/e"
"02.05.2022 20:30 - 02.05.2022 20:45","586","n/e","291","n/e","686","n/e"
"02.05.2022 20:45 - 02.05.2022 21:00","399","n/e","280","n/e","649","n/e"
"02.05.2022 21:00 - 02.05.2022 21:15","212","n/e","270","n/e","609","n/e"
"02.05.2022 21:15 - 02.05.2022 21:30","159","n/e","261","n/e","575","n/e"
"02.05.2022 21:30 - 02.05.2022 21:45","105","n/e","253","n/e","544","n/e"
"02.05.2022 21:45 - 02.05.2022 22:00","51","n/e","244","n/e","513","n/e"
"02.05.2022 22:00 - 02.05.2022 22:15","0","n/e","236","n/e","485","n/e"
"02.05.2022 22:15 - 02.05.2022 22:30","0","n/e","228","n/e","456","n/e"
"02.05.2022 22:30 - 02.05.2022 22:45","0","n/e","220","n/e","425","n/e"
"02.05.2022 22:45 - 02.05.2022 23:00","0","n/e","211","n/e","399","n/e"
"02.05.2022 23:00 - 02.05.2022 23:15","0","n/e","203","n/e","372","n/e"
"02.05.2022 23:15 - 02.05.2022 23:30","0","n/e","194","n/e","340","n/e"
"02.05.2022 23:30 - 02.05.2022 23:45","0","n/e","184","n/e","305","n/e"
"02.05.2022 23:45 - 03.05.2022 00:00","0","n/e","175","n/e","264","n/e"
"03.05.2022 00:00 - 03.05.2022 00:15","0","n/e","206","n/e","467","n/e"
"03.05.2022 00:15 - 03.05.2022 00:30","0","n/e","193","n/e","423","n/e"
"03.05.2022 00:30 - 03.05.2022 00:45","0","n/e","182","n/e","387","n/e"
"03.05.2022 00:45 - 03.05.2022 01:00","0","n/e","172","n/e","350","n/e"
"03.05.2022 01:00 - 03.05.2022 01:15","0","n/e","162","n/e","316","n/e"
"03.05.2022 01:15 - 03.05.2022 01:30","0","n/e","154","n/e","283","n/e"
"03.05.2022 01:30 - 03.05.2022 01:45","0","n/e","149","n/e","257","n/e"
"03.05.2022 01:45 - 03.05.2022 02:00","0","n/e","143","n/e","230","n/e"
"03.05.2022 02:00 - 03.05.2022 02:15","0","n/e","138","n/e","200","n/e"
"03.05.2022 02:15 - 03.05.2022 02:30","0","n/e","132","n/e","181","n/e"
"03.05.2022 02:30 - 03.05.2022 02:45","0","n/e","126","n/e","163","n/e"
"03.05.2022 02:45 - 03.05.2022 03:00","0","n/e","119","n/e","147","n/e"
"03.05.2022 03:00 - 03.05.2022 03:15","0","n/e","113","n/e","132","n/e"
"03.05.2022 03:15 - 03.05.2022 03:30","0","n/e","107","n/e","122","n/e"
"03.05.2022 03:30 - 03.05.2022 03:45","0","n/e","102","n/e","118","n/e"
"03.05.2022 03:45 - 03.05.2022 04:00","0","n/e","96","n/e","114","n/e"
"03.05.2022 04:00 - 03.05.2022 04:15","0","n/e","91","n/e","110","n/e"
"03.05.2022 04:15 - 03.05.2022 04:30","0","n/e","87","n/e","109","n/e"
"03.05.2022 04:30 - 03.05.2022 04:45","0","n/e","85","n/e","107","n/e"
"03.05.2022 04:45 - 03.05.2022 05:00","0","n/e","83","n/e","107","n/e"
"03.05.2022 05:00 - 03.05.2022 05:15","0","n/e","81","n/e","107","n/e"
"03.05.2022 05:15 - 03.05.2022 05:30","0","n/e","79","n/e","105","n/e"
"03.05.2022 05:30 - 03.05.2022 05:45","0","n/e","77","n/e","103","n/e"
"03.05.2022 05:45 - 03.05.2022 06:00","0","n/e","76","n/e","101","n/e"
"03.05.2022 06:00 - 03.05.2022 06:15","0","n/e","74","n/e","98","n/e"
"03.05.2022 06:15 - 03.05.2022 06:30","23","n/e","73","n/e","96","n/e"
"03.05.2022 06:30 - 03.05.2022 06:45","48","n/e","72","n/e","97","n/e"
"03.05.2022 06:45 - 03.05.2022 07:00","70","n/e","71","n/e","97","n/e"
"03.05.2022 07:00 - 03.05.2022 07:15","95","n/e","70","n/e","94","n/e"
"03.05.2022 07:15 - 03.05.2022 07:30","236","n/e","69","n/e","94","n/e"
"03.05.2022 07:30 - 03.05.2022 07:45","376","n/e","69","n/e","93","n/e"
"03.05.2022 07:45 - 03.05.2022 08:00","514","n/e","69","n/e","95","n/e"
"03.05.2022 08:00 - 03.05.2022 08:15","658","n/e","69","n/e","95","n/e"
"03.05.2022 08:15 - 03.05.2022 08:30","864","n/e","67","n/e","94","n/e"
"03.05.2022 08:30 - 03.05.2022 08:45","1071","n/e","64","n/e","92","n/e"
"03.05.2022 08:45 - 03.05.2022 09:00","1278","n/e","60","n/e","90","n/e"
"03.05.2022 09:00 - 03.05.2022 09:15","1485","n/e","57","n/e","88","n/e"
"03.05.2022 09:15 - 03.05.2022 09:30","1711","n/e","54","n/e","89","n/e"
"03.05.2022 09:30 - 03.05.2022 09:45","1939","n/e","52","n/e","90","n/e"
"03.05.2022 09:45 - 03.05.2022 10:00","2164","n/e","49","n/e","93","n/e"
"03.05.2022 10:00 - 03.05.2022 10:15","2390","n/e","47","n/e","98","n/e"
"03.05.2022 10:15 - 03.05.2022 10:30","2597","n/e","46","n/e","101","n/e"
"03.05.2022 10:30 - 03.05.2022 10:45","2806","n/e","46","n/e","106","n/e"
"03.05.2022 10:45 - 03.05.2022 11:00","3013","n/e","47","n/e","110","n/e"
"03.05.2022 11:00 - 03.05.2022 11:15","3218","n/e","47","n/e","116","n/e"
"03.05.2022 11:15 - 03.05.2022 11:30","3327","n/e","51","n/e","124","n/e"
"03.05.2022 11:30 - 03.05.2022 11:45","3434","n/e","58","n/e","135","n/e"
"03.05.2022 11:45 - 03.05.2022 12:00","3545","n/e","65","n/e","146","n/e"
"03.05.2022 12:00 - 03.05.2022 12:15","3650","n/e","73","n/e","157","n/e"
"03.05.2022 12:15 - 03.05.2022 12:30","3752","n/e","81","n/e","172","n/e"
"03.05.2022 12:30 - 03.05.2022 12:45","3855","n/e","91","n/e","190","n/e"
"03.05.2022 12:45 - 03.05.2022 13:00","3957","n/e","101","n/e","209","n/e"
"03.05.2022 13:00 - 03.05.2022 13:15","4061","n/e","110","n/e","227","n/e"
"03.05.2022 13:15 - 03.05.2022 13:30","4097","n/e","119","n/e","246","n/e"
"03.05.2022 13:30 - 03.05.2022 13:45","4136","n/e","126","n/e","266","n/e"
"03.05.2022 13:45 - 03.05.2022 14:00","4175","n/e","134","n/e","289","n/e"
"03.05.2022 14:00 - 03.05.2022 14:15","4213","n/e","141","n/e","310","n/e"
"03.05.2022 14:15 - 03.05.2022 14:30","4066","n/e","154","n/e","335","n/e"
"03.05.2022 14:30 - 03.05.2022 14:45","3920","n/e","171","n/e","362","n/e"
"03.05.2022 14:45 - 03.05.2022 15:00","3776","n/e","189","n/e","388","n/e"
"03.05.2022 15:00 - 03.05.2022 15:15","3632","n/e","207","n/e","415","n/e"
"03.05.2022 15:15 - 03.05.2022 15:30","3548","n/e","225","n/e","447","n/e"
"03.05.2022 15:30 - 03.05.2022 15:45","3469","n/e","245","n/e","483","n/e"
"03.05.2022 15:45 - 03.05.2022 16:00","3385","n/e","265","n/e","522","n/e"
"03.05.2022 16:00 - 03.05.2022 16:15","3303","n/e","284","n/e","558","n/e"
"03.05.2022 16:15 - 03.05.2022 16:30","3173","n/e","305","n/e","594","n/e"
"03.05.2022 16:30 - 03.05.2022 16:45","3041","n/e","326","n/e","637","n/e"
"03.05.2022 16:45 - 03.05.2022 17:00","2909","n/e","347","n/e","677","n/e"
"03.05.2022 17:00 - 03.05.2022 17:15","2778","n/e","368","n/e","716","n/e"
"03.05.2022 17:15 - 03.05.2022 17:30","2677","n/e","386","n/e","734","n/e"
"03.05.2022 17:30 - 03.05.2022 17:45","2570","n/e","402","n/e","729","n/e"
"03.05.2022 17:45 - 03.05.2022 18:00","2466","n/e","419","n/e","723","n/e"
"03.05.2022 18:00 - 03.05.2022 18:15","2360","n/e","435","n/e","720","n/e"
"03.05.2022 18:15 - 03.05.2022 18:30","2154","n/e","443","n/e","717","n/e"
"03.05.2022 18:30 - 03.05.2022 18:45","1948","n/e","442","n/e","719","n/e"
"03.05.2022 18:45 - 03.05.2022 19:00","1742","n/e","441","n/e","722","n/e"
"03.05.2022 19:00 - 03.05.2022 19:15","1536","n/e","440","n/e","722","n/e"
"03.05.2022 19:15 - 03.05.2022 19:30","1352","n/e","435","n/e","729","n/e"
"03.05.2022 19:30 - 03.05.2022 19:45","1168","n/e","426","n/e","735","n/e"
"03.05.2022 19:45 - 03.05.2022 20:00","984","n/e","418","n/e","740","n/e"
"03.05.2022 20:00 - 03.05.2022 20:15","802","n/e","409","n/e","748","n/e"
"03.05.2022 20:15 - 03.05.2022 20:30","654","n/e","401","n/e","744","n/e"
"03.05.2022 20:30 - 03.05.2022 20:45","509","n/e","392","n/e","730","n/e"
"03.05.2022 20:45 - 03.05.2022 21:00","360","n/e","384","n/e","717","n/e"
"03.05.2022 21:00 - 03.05.2022 21:15","212","n/e","375","n/e","706","n/e"
"03.05.2022 21:15 - 03.05.2022 21:30","159","n/e","366","n/e","693","n/e"
"03.05.2022 21:30 - 03.05.2022 21:45","106","n/e","355","n/e","684","n/e"
"03.05.2022 21:45 - 03.05.2022 22:00","53","n/e","344","n/e","675","n/e"
"03.05.2022 22:00 - 03.05.2022 22:15","0","n/e","333","n/e","667","n/e"
"03.05.2022 22:15 - 03.05.2022 22:30","0","n/e","326","n/e","660","n/e"
"03.05.2022 22:30 - 03.05.2022 22:45","0","n/e","323","n/e","656","n/e"
"03.05.2022 22:45 - 03.05.2022 23:00","0","n/e","319","n/e","653","n/e"
"03.05.2022 23:00 - 03.05.2022 23:15","0","n/e","316","n/e","647","n/e"
"03.05.2022 23:15 - 03.05.2022 23:30","0","n/e","308","n/e","626","n/e"
"03.05.2022 23:30 - 03.05.2022 23:45","0","n/e","295","n/e","594","n/e"
"03.05.2022 23:45 - 04.05.2022 00:00","0","n/e","282","n/e","560","n/e"
"04.05.2022 00:00 - 04.05.2022 00:15","0","n/e","179","n/e","425","n/e"
"04.05.2022 00:15 - 04.05.2022 00:30","0","n/e","170","n/e","386","n/e"
"04.05.2022 00:30 - 04.05.2022 00:45","0","n/e","165","n/e","349","n/e"
"04.05.2022 00:45 - 04.05.2022 01:00","0","n/e","161","n/e","316","n/e"
"04.05.2022 01:00 - 04.05.2022 01:15","0","n/e","156","n/e","282","n/e"
"04.05.2022 01:15 - 04.05.2022 01:30","0","n/e","151","n/e","253","n/e"
"04.05.2022 01:30 - 04.05.2022 01:45","0","n/e","147","n/e","228","n/e"
"04.05.2022 01:45 - 04.05.2022 02:00","0","n/e","143","n/e","204","n/e"
"04.05.2022 02:00 - 04.05.2022 02:15","0","n/e","138","n/e","181","n/e"
"04.05.2022 02:15 - 04.05.2022 02:30","0","n/e","134","n/e","163","n/e"
"04.05.2022 02:30 - 04.05.2022 02:45","0","n/e","129","n/e","152","n/e"
"04.05.2022 02:45 - 04.05.2022 03:00","0","n/e","124","n/e","141","n/e"
"04.05.2022 03:00 - 04.05.2022 03:15","0","n/e","119","n/e","130","n/e"
"04.05.2022 03:15 - 04.05.2022 03:30","0","n/e","113","n/e","123","n/e"
"04.05.2022 03:30 - 04.05.2022 03:45","0","n/e","106","n/e","114","n/e"
"04.05.2022 03:45 - 04.05.2022 04:00","0","n/e","98","n/e","109","n/e"
"04.05.2022 04:00 - 04.05.2022 04:15","0","n/e","91","n/e","102","n/e"
"04.05.2022 04:15 - 04.05.2022 04:30","0","n/e","84","n/e","97","n/e"
"04.05.2022 04:30 - 04.05.2022 04:45","0","n/e","78","n/e","90","n/e"
"04.05.2022 04:45 - 04.05.2022 05:00","0","n/e","71","n/e","85","n/e"
"04.05.2022 05:00 - 04.05.2022 05:15","0","n/e","64","n/e","81","n/e"
"04.05.2022 05:15 - 04.05.2022 05:30","0","n/e","58","n/e","76","n/e"
"04.05.2022 05:30 - 04.05.2022 05:45","0","n/e","54","n/e","70","n/e"
"04.05.2022 05:45 - 04.05.2022 06:00","0","n/e","50","n/e","65","n/e"
"04.05.2022 06:00 - 04.05.2022 06:15","0","n/e","46","n/e","58","n/e"
