"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"15.02.2022 07:00 - 15.02.2022 08:00","167","167","n/e","n/e","3374","n/e"
"15.02.2022 08:00 - 15.02.2022 09:00","998","1001","n/e","n/e","3599","n/e"
"15.02.2022 09:00 - 15.02.2022 10:00","2258","2261","n/e","n/e","3674","n/e"
"15.02.2022 10:00 - 15.02.2022 11:00","3336","3308","n/e","n/e","4019","n/e"
"15.02.2022 11:00 - 15.02.2022 12:00","4211","4162","n/e","n/e","4394","n/e"
"15.02.2022 12:00 - 15.02.2022 13:00","4430","4387","n/e","n/e","4804","n/e"
"15.02.2022 13:00 - 15.02.2022 14:00","4269","4229","n/e","n/e","5174","n/e"
"15.02.2022 14:00 - 15.02.2022 15:00","3575","3566","n/e","n/e","5015","n/e"
"15.02.2022 15:00 - 15.02.2022 16:00","2418","2422","n/e","n/e","4544","n/e"
"15.02.2022 16:00 - 15.02.2022 17:00","1113","1109","n/e","n/e","4205","n/e"
"15.02.2022 17:00 - 15.02.2022 18:00","127","120","n/e","n/e","3842","n/e"
"15.02.2022 18:00 - 15.02.2022 19:00","0","0","n/e","n/e","3615","n/e"
"15.02.2022 19:00 - 15.02.2022 20:00","0","0","n/e","n/e","3316","n/e"
"15.02.2022 20:00 - 15.02.2022 21:00","0","0","n/e","n/e","3080","n/e"
"15.02.2022 21:00 - 15.02.2022 22:00","0","0","n/e","n/e","2980","n/e"
"15.02.2022 22:00 - 15.02.2022 23:00","0","0","n/e","n/e","2664","n/e"
"15.02.2022 23:00 - 16.02.2022 00:00","0","0","n/e","n/e","2477","n/e"
"16.02.2022 00:00 - 16.02.2022 01:00","0","0","n/e","n/e","3029","n/e"
"16.02.2022 01:00 - 16.02.2022 02:00","0","0","n/e","n/e","2705","n/e"
"16.02.2022 02:00 - 16.02.2022 03:00","0","0","n/e","n/e","2446","n/e"
"16.02.2022 03:00 - 16.02.2022 04:00","0","0","n/e","n/e","2197","n/e"
"16.02.2022 04:00 - 16.02.2022 05:00","0","0","n/e","n/e","2146","n/e"
"16.02.2022 05:00 - 16.02.2022 06:00","0","0","n/e","n/e","2108","n/e"
"16.02.2022 06:00 - 16.02.2022 07:00","0","0","n/e","n/e","2038","n/e"
"16.02.2022 07:00 - 16.02.2022 08:00","312","247","n/e","n/e","2038","n/e"
"16.02.2022 08:00 - 16.02.2022 09:00","1982","1730","n/e","n/e","1701","n/e"
"16.02.2022 09:00 - 16.02.2022 10:00","4213","3963","n/e","n/e","1488","n/e"
"16.02.2022 10:00 - 16.02.2022 11:00","6041","5694","n/e","n/e","1506","n/e"
"16.02.2022 11:00 - 16.02.2022 12:00","7163","6545","n/e","n/e","1807","n/e"
"16.02.2022 12:00 - 16.02.2022 13:00","7589","6914","n/e","n/e","2213","n/e"
"16.02.2022 13:00 - 16.02.2022 14:00","7297","6620","n/e","n/e","2537","n/e"
"16.02.2022 14:00 - 16.02.2022 15:00","6245","5606","n/e","n/e","2669","n/e"
"16.02.2022 15:00 - 16.02.2022 16:00","4407","3913","n/e","n/e","2841","n/e"
"16.02.2022 16:00 - 16.02.2022 17:00","2076","1778","n/e","n/e","3004","n/e"
"16.02.2022 17:00 - 16.02.2022 18:00","227","180","n/e","n/e","2847","n/e"
"16.02.2022 18:00 - 16.02.2022 19:00","0","0","n/e","n/e","2563","n/e"
"16.02.2022 19:00 - 16.02.2022 20:00","0","0","n/e","n/e","2516","n/e"
"16.02.2022 20:00 - 16.02.2022 21:00","0","0","n/e","n/e","2336","n/e"
"16.02.2022 21:00 - 16.02.2022 22:00","0","0","n/e","n/e","2257","n/e"
"16.02.2022 22:00 - 16.02.2022 23:00","0","0","n/e","n/e","2174","n/e"
"16.02.2022 23:00 - 17.02.2022 00:00","0","0","n/e","n/e","2461","n/e"
"17.02.2022 00:00 - 17.02.2022 01:00","0","0","n/e","n/e","1812","n/e"
"17.02.2022 01:00 - 17.02.2022 02:00","0","0","n/e","n/e","1684","n/e"
"17.02.2022 02:00 - 17.02.2022 03:00","0","0","n/e","n/e","1643","n/e"
"17.02.2022 03:00 - 17.02.2022 04:00","0","0","n/e","n/e","1654","n/e"
"17.02.2022 04:00 - 17.02.2022 05:00","0","0","n/e","n/e","1626","n/e"
"17.02.2022 05:00 - 17.02.2022 06:00","0","0","n/e","n/e","1578","n/e"
"17.02.2022 06:00 - 17.02.2022 07:00","0","0","n/e","n/e","1562","n/e"
"17.02.2022 07:00 - 17.02.2022 08:00","409","292","n/e","n/e","1565","n/e"
"17.02.2022 08:00 - 17.02.2022 09:00","2369","1905","n/e","n/e","1482","n/e"
"17.02.2022 09:00 - 17.02.2022 10:00","4919","4292","n/e","n/e","1487","n/e"
"17.02.2022 10:00 - 17.02.2022 11:00","6997","6209","n/e","n/e","1549","n/e"
"17.02.2022 11:00 - 17.02.2022 12:00","8235","7299","n/e","n/e","1681","n/e"
"17.02.2022 12:00 - 17.02.2022 13:00","8686","7553","n/e","n/e","1842","n/e"
"17.02.2022 13:00 - 17.02.2022 14:00","8370","7263","n/e","n/e","1965","n/e"
"17.02.2022 14:00 - 17.02.2022 15:00","7259","6236","n/e","n/e","2077","n/e"
"17.02.2022 15:00 - 17.02.2022 16:00","5244","4497","n/e","n/e","2298","n/e"
"17.02.2022 16:00 - 17.02.2022 17:00","2527","2142","n/e","n/e","2310","n/e"
"17.02.2022 17:00 - 17.02.2022 18:00","348","235","n/e","n/e","2400","n/e"
"17.02.2022 18:00 - 17.02.2022 19:00","0","0","n/e","n/e","2699","n/e"
"17.02.2022 19:00 - 17.02.2022 20:00","0","0","n/e","n/e","2965","n/e"
"17.02.2022 20:00 - 17.02.2022 21:00","0","0","n/e","n/e","2983","n/e"
"17.02.2022 21:00 - 17.02.2022 22:00","0","0","n/e","n/e","2930","n/e"
"17.02.2022 22:00 - 17.02.2022 23:00","0","0","n/e","n/e","2899","n/e"
"17.02.2022 23:00 - 18.02.2022 00:00","0","0","n/e","n/e","2570","n/e"
"18.02.2022 00:00 - 18.02.2022 01:00","0","0","n/e","n/e","2725","n/e"
"18.02.2022 01:00 - 18.02.2022 02:00","0","0","n/e","n/e","2620","n/e"
"18.02.2022 02:00 - 18.02.2022 03:00","0","0","n/e","n/e","2404","n/e"
"18.02.2022 03:00 - 18.02.2022 04:00","0","0","n/e","n/e","2161","n/e"
"18.02.2022 04:00 - 18.02.2022 05:00","0","0","n/e","n/e","1818","n/e"
"18.02.2022 05:00 - 18.02.2022 06:00","0","0","n/e","n/e","1579","n/e"
"18.02.2022 06:00 - 18.02.2022 07:00","0","0","n/e","n/e","1384","n/e"
"18.02.2022 07:00 - 18.02.2022 08:00","479","354","n/e","n/e","1199","n/e"
"18.02.2022 08:00 - 18.02.2022 09:00","2442","2217","n/e","n/e","940","n/e"
"18.02.2022 09:00 - 18.02.2022 10:00","4726","4458","n/e","n/e","701","n/e"
"18.02.2022 10:00 - 18.02.2022 11:00","6500","6016","n/e","n/e","576","n/e"
"18.02.2022 11:00 - 18.02.2022 12:00","7588","7079","n/e","n/e","569","n/e"
"18.02.2022 12:00 - 18.02.2022 13:00","7964","7286","n/e","n/e","628","n/e"
"18.02.2022 13:00 - 18.02.2022 14:00","7669","6904","n/e","n/e","679","n/e"
"18.02.2022 14:00 - 18.02.2022 15:00","6674","5939","n/e","n/e","760","n/e"
"18.02.2022 15:00 - 18.02.2022 16:00","4822","4147","n/e","n/e","838","n/e"
"18.02.2022 16:00 - 18.02.2022 17:00","2324","1972","n/e","n/e","921","n/e"
"18.02.2022 17:00 - 18.02.2022 18:00","295","216","n/e","n/e","1017","n/e"
"18.02.2022 18:00 - 18.02.2022 19:00","0","0","n/e","n/e","1159","n/e"
"18.02.2022 19:00 - 18.02.2022 20:00","0","0","n/e","n/e","1439","n/e"
"18.02.2022 20:00 - 18.02.2022 21:00","0","0","n/e","n/e","1629","n/e"
"18.02.2022 21:00 - 18.02.2022 22:00","0","0","n/e","n/e","1973","n/e"
"18.02.2022 22:00 - 18.02.2022 23:00","0","0","n/e","n/e","2253","n/e"
"18.02.2022 23:00 - 19.02.2022 00:00","0","0","n/e","n/e","2419","n/e"
"19.02.2022 00:00 - 19.02.2022 01:00","0","0","n/e","n/e","3124","n/e"
"19.02.2022 01:00 - 19.02.2022 02:00","0","0","n/e","n/e","3301","n/e"
"19.02.2022 02:00 - 19.02.2022 03:00","0","0","n/e","n/e","3307","n/e"
"19.02.2022 03:00 - 19.02.2022 04:00","0","0","n/e","n/e","3242","n/e"
"19.02.2022 04:00 - 19.02.2022 05:00","0","0","n/e","n/e","3188","n/e"
"19.02.2022 05:00 - 19.02.2022 06:00","0","0","n/e","n/e","3057","n/e"
"19.02.2022 06:00 - 19.02.2022 07:00","0","0","n/e","n/e","3003","n/e"
"19.02.2022 07:00 - 19.02.2022 08:00","347","347","n/e","n/e","2909","n/e"
"19.02.2022 08:00 - 19.02.2022 09:00","1791","1754","n/e","n/e","2613","n/e"
"19.02.2022 09:00 - 19.02.2022 10:00","3464","3412","n/e","n/e","2204","n/e"
"19.02.2022 10:00 - 19.02.2022 11:00","4585","4599","n/e","n/e","2049","n/e"
"19.02.2022 11:00 - 19.02.2022 12:00","5204","5175","n/e","n/e","2052","n/e"
"19.02.2022 12:00 - 19.02.2022 13:00","5245","5260","n/e","n/e","2177","n/e"
"19.02.2022 13:00 - 19.02.2022 14:00","4762","4785","n/e","n/e","2327","n/e"
"19.02.2022 14:00 - 19.02.2022 15:00","3880","3814","n/e","n/e","2412","n/e"
"19.02.2022 15:00 - 19.02.2022 16:00","2634","2623","n/e","n/e","2384","n/e"
"19.02.2022 16:00 - 19.02.2022 17:00","1169","1165","n/e","n/e","2223","n/e"
"19.02.2022 17:00 - 19.02.2022 18:00","131","143","n/e","n/e","2035","n/e"
"19.02.2022 18:00 - 19.02.2022 19:00","0","0","n/e","n/e","1915","n/e"
"19.02.2022 19:00 - 19.02.2022 20:00","0","0","n/e","n/e","1888","n/e"
"19.02.2022 20:00 - 19.02.2022 21:00","0","0","n/e","n/e","1797","n/e"
"19.02.2022 21:00 - 19.02.2022 22:00","0","0","n/e","n/e","1811","n/e"
"19.02.2022 22:00 - 19.02.2022 23:00","0","0","n/e","n/e","1893","n/e"
"19.02.2022 23:00 - 20.02.2022 00:00","0","0","n/e","n/e","1910","n/e"
"20.02.2022 00:00 - 20.02.2022 01:00","0","0","n/e","n/e","2823","n/e"
"20.02.2022 01:00 - 20.02.2022 02:00","0","0","n/e","n/e","3114","n/e"
"20.02.2022 02:00 - 20.02.2022 03:00","0","0","n/e","n/e","3024","n/e"
"20.02.2022 03:00 - 20.02.2022 04:00","0","0","n/e","n/e","2999","n/e"
"20.02.2022 04:00 - 20.02.2022 05:00","0","0","n/e","n/e","2824","n/e"
"20.02.2022 05:00 - 20.02.2022 06:00","0","0","n/e","n/e","2321","n/e"
"20.02.2022 06:00 - 20.02.2022 07:00","0","0","n/e","n/e","2009","n/e"
"20.02.2022 07:00 - 20.02.2022 08:00","242","242","n/e","n/e","1782","n/e"
"20.02.2022 08:00 - 20.02.2022 09:00","1488","1454","n/e","n/e","1493","n/e"
"20.02.2022 09:00 - 20.02.2022 10:00","3275","3293","n/e","n/e","1310","n/e"
"20.02.2022 10:00 - 20.02.2022 11:00","4926","4994","n/e","n/e","1277","n/e"
"20.02.2022 11:00 - 20.02.2022 12:00","6099","6176","n/e","n/e","1368","n/e"
"20.02.2022 12:00 - 20.02.2022 13:00","6540","6543","n/e","n/e","1557","n/e"
"20.02.2022 13:00 - 20.02.2022 14:00","6323","6326","n/e","n/e","1865","n/e"
"20.02.2022 14:00 - 20.02.2022 15:00","5427","5398","n/e","n/e","1980","n/e"
"20.02.2022 15:00 - 20.02.2022 16:00","3715","3700","n/e","n/e","1965","n/e"
"20.02.2022 16:00 - 20.02.2022 17:00","1717","1683","n/e","n/e","1850","n/e"
"20.02.2022 17:00 - 20.02.2022 18:00","244","238","n/e","n/e","1609","n/e"
"20.02.2022 18:00 - 20.02.2022 19:00","0","0","n/e","n/e","1432","n/e"
"20.02.2022 19:00 - 20.02.2022 20:00","0","0","n/e","n/e","1328","n/e"
"20.02.2022 20:00 - 20.02.2022 21:00","0","0","n/e","n/e","1279","n/e"
"20.02.2022 21:00 - 20.02.2022 22:00","0","0","n/e","n/e","1225","n/e"
"20.02.2022 22:00 - 20.02.2022 23:00","0","0","n/e","n/e","1256","n/e"
"20.02.2022 23:00 - 21.02.2022 00:00","0","0","n/e","n/e","1340","n/e"
"21.02.2022 00:00 - 21.02.2022 01:00","0","0","n/e","n/e","1705","n/e"
"21.02.2022 01:00 - 21.02.2022 02:00","0","0","n/e","n/e","2116","n/e"
"21.02.2022 02:00 - 21.02.2022 03:00","0","0","n/e","n/e","2559","n/e"
"21.02.2022 03:00 - 21.02.2022 04:00","0","0","n/e","n/e","3028","n/e"
"21.02.2022 04:00 - 21.02.2022 05:00","0","0","n/e","n/e","3605","n/e"
"21.02.2022 05:00 - 21.02.2022 06:00","0","0","n/e","n/e","4060","n/e"
"21.02.2022 06:00 - 21.02.2022 07:00","0","0","n/e","n/e","4528","n/e"
"21.02.2022 07:00 - 21.02.2022 08:00","315","315","n/e","n/e","4980","n/e"
"21.02.2022 08:00 - 21.02.2022 09:00","1814","1814","n/e","n/e","5357","n/e"
"21.02.2022 09:00 - 21.02.2022 10:00","3764","3764","n/e","n/e","5873","n/e"
"21.02.2022 10:00 - 21.02.2022 11:00","5081","5081","n/e","n/e","6425","n/e"
"21.02.2022 11:00 - 21.02.2022 12:00","6055","6055","n/e","n/e","6957","n/e"
"21.02.2022 12:00 - 21.02.2022 13:00","6444","6444","n/e","n/e","7518","n/e"
"21.02.2022 13:00 - 21.02.2022 14:00","6132","6132","n/e","n/e","7821","n/e"
"21.02.2022 14:00 - 21.02.2022 15:00","5201","5201","n/e","n/e","7896","n/e"
"21.02.2022 15:00 - 21.02.2022 16:00","3627","3627","n/e","n/e","7931","n/e"
"21.02.2022 16:00 - 21.02.2022 17:00","1733","1733","n/e","n/e","7839","n/e"
"21.02.2022 17:00 - 21.02.2022 18:00","259","259","n/e","n/e","7690","n/e"
"21.02.2022 18:00 - 21.02.2022 19:00","0","0","n/e","n/e","7374","n/e"
"21.02.2022 19:00 - 21.02.2022 20:00","0","0","n/e","n/e","7323","n/e"
"21.02.2022 20:00 - 21.02.2022 21:00","0","0","n/e","n/e","7239","n/e"
"21.02.2022 21:00 - 21.02.2022 22:00","0","0","n/e","n/e","7032","n/e"
"21.02.2022 22:00 - 21.02.2022 23:00","0","0","n/e","n/e","6615","n/e"
"21.02.2022 23:00 - 22.02.2022 00:00","0","0","n/e","n/e","6301","n/e"
"22.02.2022 00:00 - 22.02.2022 01:00","0","0","n/e","n/e","6302","n/e"
"22.02.2022 01:00 - 22.02.2022 02:00","0","0","n/e","n/e","5883","n/e"
"22.02.2022 02:00 - 22.02.2022 03:00","0","0","n/e","n/e","5810","n/e"
"22.02.2022 03:00 - 22.02.2022 04:00","0","0","n/e","n/e","5884","n/e"
"22.02.2022 04:00 - 22.02.2022 05:00","0","0","n/e","n/e","6038","n/e"
"22.02.2022 05:00 - 22.02.2022 06:00","0","0","n/e","n/e","6403","n/e"
"22.02.2022 06:00 - 22.02.2022 07:00","0","0","n/e","n/e","6993","n/e"
"22.02.2022 07:00 - 22.02.2022 08:00","474","333","n/e","n/e","7288","n/e"
"22.02.2022 08:00 - 22.02.2022 09:00","2680","2309","n/e","n/e","7361","n/e"
"22.02.2022 09:00 - 22.02.2022 10:00","5313","4760","n/e","n/e","7576","n/e"
"22.02.2022 10:00 - 22.02.2022 11:00","7269","6544","n/e","n/e","7563","n/e"
"22.02.2022 11:00 - 22.02.2022 12:00","8435","7491","n/e","n/e","7356","n/e"
"22.02.2022 12:00 - 22.02.2022 13:00","8853","7716","n/e","n/e","7534","n/e"
"22.02.2022 13:00 - 22.02.2022 14:00","8565","7394","n/e","n/e","7583","n/e"
"22.02.2022 14:00 - 22.02.2022 15:00","7551","6545","n/e","n/e","7475","n/e"
"22.02.2022 15:00 - 22.02.2022 16:00","5666","4855","n/e","n/e","7473","n/e"
"22.02.2022 16:00 - 22.02.2022 17:00","2969","2517","n/e","n/e","7406","n/e"
"22.02.2022 17:00 - 22.02.2022 18:00","575","411","n/e","n/e","7682","n/e"
"22.02.2022 18:00 - 22.02.2022 19:00","0","0","n/e","n/e","7566","n/e"
"22.02.2022 19:00 - 22.02.2022 20:00","0","0","n/e","n/e","7324","n/e"
"22.02.2022 20:00 - 22.02.2022 21:00","0","0","n/e","n/e","7191","n/e"
"22.02.2022 21:00 - 22.02.2022 22:00","0","0","n/e","n/e","7148","n/e"
"22.02.2022 22:00 - 22.02.2022 23:00","0","0","n/e","n/e","6973","n/e"
"22.02.2022 23:00 - 23.02.2022 00:00","0","0","n/e","n/e","6883","n/e"
"23.02.2022 00:00 - 23.02.2022 01:00","0","0","n/e","n/e","6624","n/e"
"23.02.2022 01:00 - 23.02.2022 02:00","0","0","n/e","n/e","6206","n/e"
"23.02.2022 02:00 - 23.02.2022 03:00","0","0","n/e","n/e","6062","n/e"
"23.02.2022 03:00 - 23.02.2022 04:00","0","0","n/e","n/e","5990","n/e"
"23.02.2022 04:00 - 23.02.2022 05:00","0","0","n/e","n/e","5919","n/e"
"23.02.2022 05:00 - 23.02.2022 06:00","0","0","n/e","n/e","5773","n/e"
"23.02.2022 06:00 - 23.02.2022 07:00","0","0","n/e","n/e","5415","n/e"
"23.02.2022 07:00 - 23.02.2022 08:00","802","611","n/e","n/e","5170","n/e"
"23.02.2022 08:00 - 23.02.2022 09:00","3590","3148","n/e","n/e","5139","n/e"
"23.02.2022 09:00 - 23.02.2022 10:00","6639","5795","n/e","n/e","5285","n/e"
"23.02.2022 10:00 - 23.02.2022 11:00","8793","7559","n/e","n/e","5525","n/e"
"23.02.2022 11:00 - 23.02.2022 12:00","9982","8498","n/e","n/e","5582","n/e"
"23.02.2022 12:00 - 23.02.2022 13:00","10367","8713","n/e","n/e","5605","n/e"
"23.02.2022 13:00 - 23.02.2022 14:00","10030","8422","n/e","n/e","5625","n/e"
"23.02.2022 14:00 - 23.02.2022 15:00","8869","7630","n/e","n/e","5574","n/e"
"23.02.2022 15:00 - 23.02.2022 16:00","6674","5651","n/e","n/e","5524","n/e"
"23.02.2022 16:00 - 23.02.2022 17:00","3499","2861","n/e","n/e","5236","n/e"
"23.02.2022 17:00 - 23.02.2022 18:00","665","459","n/e","n/e","4896","n/e"
"23.02.2022 18:00 - 23.02.2022 19:00","0","0","n/e","n/e","4435","n/e"
"23.02.2022 19:00 - 23.02.2022 20:00","0","0","n/e","n/e","4083","n/e"
"23.02.2022 20:00 - 23.02.2022 21:00","0","0","n/e","n/e","3937","n/e"
"23.02.2022 21:00 - 23.02.2022 22:00","0","0","n/e","n/e","3812","n/e"
"23.02.2022 22:00 - 23.02.2022 23:00","0","0","n/e","n/e","3682","n/e"
"23.02.2022 23:00 - 24.02.2022 00:00","0","0","n/e","n/e","3424","n/e"
"24.02.2022 00:00 - 24.02.2022 01:00","0","0","n/e","n/e","2750","n/e"
"24.02.2022 01:00 - 24.02.2022 02:00","0","0","n/e","n/e","2509","n/e"
"24.02.2022 02:00 - 24.02.2022 03:00","0","0","n/e","n/e","2299","n/e"
"24.02.2022 03:00 - 24.02.2022 04:00","0","0","n/e","n/e","2105","n/e"
"24.02.2022 04:00 - 24.02.2022 05:00","0","0","n/e","n/e","1817","n/e"
"24.02.2022 05:00 - 24.02.2022 06:00","0","0","n/e","n/e","1600","n/e"
"24.02.2022 06:00 - 24.02.2022 07:00","0","0","n/e","n/e","1423","n/e"
"24.02.2022 07:00 - 24.02.2022 08:00","802","614","n/e","n/e","1265","n/e"
"24.02.2022 08:00 - 24.02.2022 09:00","3235","2849","n/e","n/e","971","n/e"
"24.02.2022 09:00 - 24.02.2022 10:00","5722","5085","n/e","n/e","759","n/e"
"24.02.2022 10:00 - 24.02.2022 11:00","7484","6620","n/e","n/e","622","n/e"
"24.02.2022 11:00 - 24.02.2022 12:00","8443","7447","n/e","n/e","531","n/e"
"24.02.2022 12:00 - 24.02.2022 13:00","8659","7695","n/e","n/e","451","n/e"
"24.02.2022 13:00 - 24.02.2022 14:00","8179","7396","n/e","n/e","438","n/e"
"24.02.2022 14:00 - 24.02.2022 15:00","6994","6328","n/e","n/e","415","n/e"
"24.02.2022 15:00 - 24.02.2022 16:00","5047","4528","n/e","n/e","408","n/e"
"24.02.2022 16:00 - 24.02.2022 17:00","2558","2284","n/e","n/e","424","n/e"
"24.02.2022 17:00 - 24.02.2022 18:00","464","338","n/e","n/e","419","n/e"
"24.02.2022 18:00 - 24.02.2022 19:00","0","0","n/e","n/e","457","n/e"
"24.02.2022 19:00 - 24.02.2022 20:00","0","0","n/e","n/e","546","n/e"
"24.02.2022 20:00 - 24.02.2022 21:00","0","0","n/e","n/e","572","n/e"
"24.02.2022 21:00 - 24.02.2022 22:00","0","0","n/e","n/e","641","n/e"
"24.02.2022 22:00 - 24.02.2022 23:00","0","0","n/e","n/e","778","n/e"
"24.02.2022 23:00 - 25.02.2022 00:00","0","0","n/e","n/e","778","n/e"
"25.02.2022 00:00 - 25.02.2022 01:00","0","0","n/e","n/e","1078","n/e"
"25.02.2022 01:00 - 25.02.2022 02:00","0","0","n/e","n/e","1205","n/e"
"25.02.2022 02:00 - 25.02.2022 03:00","0","0","n/e","n/e","1286","n/e"
"25.02.2022 03:00 - 25.02.2022 04:00","0","0","n/e","n/e","1351","n/e"
"25.02.2022 04:00 - 25.02.2022 05:00","0","0","n/e","n/e","1453","n/e"
"25.02.2022 05:00 - 25.02.2022 06:00","0","0","n/e","n/e","1515","n/e"
"25.02.2022 06:00 - 25.02.2022 07:00","0","0","n/e","n/e","1591","n/e"
"25.02.2022 07:00 - 25.02.2022 08:00","621","621","n/e","n/e","1656","n/e"
"25.02.2022 08:00 - 25.02.2022 09:00","2824","2943","n/e","n/e","1362","n/e"
"25.02.2022 09:00 - 25.02.2022 10:00","5259","5219","n/e","n/e","1067","n/e"
"25.02.2022 10:00 - 25.02.2022 11:00","6880","6883","n/e","n/e","947","n/e"
"25.02.2022 11:00 - 25.02.2022 12:00","7632","7692","n/e","n/e","971","n/e"
"25.02.2022 12:00 - 25.02.2022 13:00","7814","7897","n/e","n/e","1022","n/e"
"25.02.2022 13:00 - 25.02.2022 14:00","7346","7503","n/e","n/e","1163","n/e"
"25.02.2022 14:00 - 25.02.2022 15:00","6423","6576","n/e","n/e","1320","n/e"
"25.02.2022 15:00 - 25.02.2022 16:00","4742","4744","n/e","n/e","1492","n/e"
"25.02.2022 16:00 - 25.02.2022 17:00","2457","2390","n/e","n/e","1642","n/e"
"25.02.2022 17:00 - 25.02.2022 18:00","423","384","n/e","n/e","1649","n/e"
"25.02.2022 18:00 - 25.02.2022 19:00","0","0","n/e","n/e","1603","n/e"
"25.02.2022 19:00 - 25.02.2022 20:00","0","0","n/e","n/e","1608","n/e"
"25.02.2022 20:00 - 25.02.2022 21:00","0","0","n/e","n/e","1436","n/e"
"25.02.2022 21:00 - 25.02.2022 22:00","0","0","n/e","n/e","1346","n/e"
"25.02.2022 22:00 - 25.02.2022 23:00","0","0","n/e","n/e","1329","n/e"
"25.02.2022 23:00 - 26.02.2022 00:00","0","0","n/e","n/e","1296","n/e"
"26.02.2022 00:00 - 26.02.2022 01:00","0","0","n/e","n/e","1867","n/e"
"26.02.2022 01:00 - 26.02.2022 02:00","0","0","n/e","n/e","2121","n/e"
"26.02.2022 02:00 - 26.02.2022 03:00","0","0","n/e","n/e","2043","n/e"
"26.02.2022 03:00 - 26.02.2022 04:00","0","0","n/e","n/e","1815","n/e"
"26.02.2022 04:00 - 26.02.2022 05:00","0","0","n/e","n/e","1717","n/e"
"26.02.2022 05:00 - 26.02.2022 06:00","0","0","n/e","n/e","1736","n/e"
"26.02.2022 06:00 - 26.02.2022 07:00","0","0","n/e","n/e","2179","n/e"
"26.02.2022 07:00 - 26.02.2022 08:00","412","450","n/e","n/e","2614","n/e"
"26.02.2022 08:00 - 26.02.2022 09:00","2229","2309","n/e","n/e","3051","n/e"
"26.02.2022 09:00 - 26.02.2022 10:00","4447","4381","n/e","n/e","3436","n/e"
"26.02.2022 10:00 - 26.02.2022 11:00","6023","6059","n/e","n/e","3833","n/e"
"26.02.2022 11:00 - 26.02.2022 12:00","6812","6830","n/e","n/e","4152","n/e"
"26.02.2022 12:00 - 26.02.2022 13:00","6957","6960","n/e","n/e","4371","n/e"
"26.02.2022 13:00 - 26.02.2022 14:00","6656","6608","n/e","n/e","4659","n/e"
"26.02.2022 14:00 - 26.02.2022 15:00","5818","5738","n/e","n/e","4843","n/e"
"26.02.2022 15:00 - 26.02.2022 16:00","4337","4093","n/e","n/e","4719","n/e"
"26.02.2022 16:00 - 26.02.2022 17:00","2364","2098","n/e","n/e","4940","n/e"
"26.02.2022 17:00 - 26.02.2022 18:00","476","417","n/e","n/e","5048","n/e"
"26.02.2022 18:00 - 26.02.2022 19:00","0","1","n/e","n/e","5100","n/e"
"26.02.2022 19:00 - 26.02.2022 20:00","0","0","n/e","n/e","5096","n/e"
"26.02.2022 20:00 - 26.02.2022 21:00","0","0","n/e","n/e","5334","n/e"
"26.02.2022 21:00 - 26.02.2022 22:00","0","0","n/e","n/e","5691","n/e"
"26.02.2022 22:00 - 26.02.2022 23:00","0","0","n/e","n/e","5979","n/e"
"26.02.2022 23:00 - 27.02.2022 00:00","0","0","n/e","n/e","6594","n/e"
"27.02.2022 00:00 - 27.02.2022 01:00","0","0","n/e","n/e","5358","n/e"
"27.02.2022 01:00 - 27.02.2022 02:00","0","0","n/e","n/e","5861","n/e"
"27.02.2022 02:00 - 27.02.2022 03:00","0","0","n/e","n/e","6416","n/e"
"27.02.2022 03:00 - 27.02.2022 04:00","0","0","n/e","n/e","6864","n/e"
"27.02.2022 04:00 - 27.02.2022 05:00","0","0","n/e","n/e","7044","n/e"
"27.02.2022 05:00 - 27.02.2022 06:00","0","0","n/e","n/e","6866","n/e"
"27.02.2022 06:00 - 27.02.2022 07:00","0","0","n/e","n/e","6589","n/e"
"27.02.2022 07:00 - 27.02.2022 08:00","585","558","n/e","n/e","6315","n/e"
"27.02.2022 08:00 - 27.02.2022 09:00","2596","2162","n/e","n/e","5962","n/e"
"27.02.2022 09:00 - 27.02.2022 10:00","4769","4295","n/e","n/e","5817","n/e"
"27.02.2022 10:00 - 27.02.2022 11:00","6253","5848","n/e","n/e","5588","n/e"
"27.02.2022 11:00 - 27.02.2022 12:00","6990","6546","n/e","n/e","5397","n/e"
"27.02.2022 12:00 - 27.02.2022 13:00","7107","6686","n/e","n/e","5313","n/e"
"27.02.2022 13:00 - 27.02.2022 14:00","6679","6264","n/e","n/e","5144","n/e"
"27.02.2022 14:00 - 27.02.2022 15:00","5728","5448","n/e","n/e","4974","n/e"
"27.02.2022 15:00 - 27.02.2022 16:00","4238","3937","n/e","n/e","4863","n/e"
"27.02.2022 16:00 - 27.02.2022 17:00","2277","2035","n/e","n/e","4682","n/e"
"27.02.2022 17:00 - 27.02.2022 18:00","506","442","n/e","n/e","4468","n/e"
"27.02.2022 18:00 - 27.02.2022 19:00","0","0","n/e","n/e","4224","n/e"
"27.02.2022 19:00 - 27.02.2022 20:00","0","0","n/e","n/e","4135","n/e"
"27.02.2022 20:00 - 27.02.2022 21:00","0","0","n/e","n/e","3809","n/e"
