"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"15.12.2022 15:00 - 15.12.2022 15:15","2471","1676","2643","1389","7181","4908"
"15.12.2022 15:15 - 15.12.2022 15:30","1771","1124","2691","1588","7458","5145"
"15.12.2022 15:30 - 15.12.2022 15:45","1157","688","2711","1572","7731","5325"
"15.12.2022 15:45 - 15.12.2022 16:00","657","340","2726","1663","7993","5557"
"15.12.2022 16:00 - 15.12.2022 16:15","286","79","2756","1877","8252","5768"
"15.12.2022 16:15 - 15.12.2022 16:30","85","15","2797","2118","8458","5954"
"15.12.2022 16:30 - 15.12.2022 16:45","25","0","2843","2445","8661","6218"
"15.12.2022 16:45 - 15.12.2022 17:00","8","0","2867","2805","8831","6415"
"15.12.2022 17:00 - 15.12.2022 17:15","0","0","2882","2973","8988","6560"
"15.12.2022 17:15 - 15.12.2022 17:30","0","0","2933","3174","9034","6635"
"15.12.2022 17:30 - 15.12.2022 17:45","0","0","2989","3291","9075","6656"
"15.12.2022 17:45 - 15.12.2022 18:00","0","0","3060","3442","9114","6690"
"15.12.2022 18:00 - 15.12.2022 18:15","0","0","3108","3598","9142","6947"
"15.12.2022 18:15 - 15.12.2022 18:30","0","0","3096","3754","9100","7099"
"15.12.2022 18:30 - 15.12.2022 18:45","0","0","3100","3896","9075","7240"
"15.12.2022 18:45 - 15.12.2022 19:00","0","0","3099","4038","9099","7332"
"15.12.2022 19:00 - 15.12.2022 19:15","0","0","3089","4249","9111","7484"
"15.12.2022 19:15 - 15.12.2022 19:30","0","0","3055","4359","9022","7597"
"15.12.2022 19:30 - 15.12.2022 19:45","0","0","3021","4458","8890","7595"
"15.12.2022 19:45 - 15.12.2022 20:00","0","0","2983","4499","8736","7547"
"15.12.2022 20:00 - 15.12.2022 20:15","0","0","2947","4555","8573","7585"
"15.12.2022 20:15 - 15.12.2022 20:30","0","0","2885","4472","8405","7512"
"15.12.2022 20:30 - 15.12.2022 20:45","0","0","2819","4482","8236","7572"
"15.12.2022 20:45 - 15.12.2022 21:00","0","0","2758","4433","8068","7533"
"15.12.2022 21:00 - 15.12.2022 21:15","0","0","2685","4327","7898","7469"
"15.12.2022 21:15 - 15.12.2022 21:30","0","0","2609","4324","7756","7275"
"15.12.2022 21:30 - 15.12.2022 21:45","0","0","2524","4368","7618","7159"
"15.12.2022 21:45 - 15.12.2022 22:00","0","0","2436","4325","7481","6878"
"15.12.2022 22:00 - 15.12.2022 22:15","0","0","2381","4361","7291","6597"
"15.12.2022 22:15 - 15.12.2022 22:30","0","0","2309","4224","7084","6371"
"15.12.2022 22:30 - 15.12.2022 22:45","0","0","2243","4184","6874","6075"
"15.12.2022 22:45 - 15.12.2022 23:00","0","0","2172","4161","6659","5808"
"15.12.2022 23:00 - 15.12.2022 23:15","0","0","2103","4053","6441","5598"
"15.12.2022 23:15 - 15.12.2022 23:30","0","0","2019","3961","6251","5483"
"15.12.2022 23:30 - 15.12.2022 23:45","0","0","1934","3857","6061","5333"
"15.12.2022 23:45 - 16.12.2022 00:00","0","0","1843","3781","5869","5163"
"16.12.2022 00:00 - 16.12.2022 00:15","0","0","2556","3730","4807","5160"
"16.12.2022 00:15 - 16.12.2022 00:30","0","0","2468","3632","4723","5204"
"16.12.2022 00:30 - 16.12.2022 00:45","0","0","2378","3539","4644","5152"
"16.12.2022 00:45 - 16.12.2022 01:00","0","0","2287","3409","4561","5089"
"16.12.2022 01:00 - 16.12.2022 01:15","0","0","1694","3323","4511","5070"
"16.12.2022 01:15 - 16.12.2022 01:30","0","0","1635","3309","4510","5134"
"16.12.2022 01:30 - 16.12.2022 01:45","0","0","1573","3228","4506","5141"
"16.12.2022 01:45 - 16.12.2022 02:00","0","0","1518","3112","4499","5170"
"16.12.2022 02:00 - 16.12.2022 02:15","0","0","1462","3033","4501","5151"
"16.12.2022 02:15 - 16.12.2022 02:30","0","0","1414","3027","4525","5145"
"16.12.2022 02:30 - 16.12.2022 02:45","0","0","1360","3062","4551","5185"
"16.12.2022 02:45 - 16.12.2022 03:00","0","0","1310","2982","4580","5180"
"16.12.2022 03:00 - 16.12.2022 03:15","0","0","1262","2923","4608","5319"
"16.12.2022 03:15 - 16.12.2022 03:30","0","0","1222","2917","4627","5348"
"16.12.2022 03:30 - 16.12.2022 03:45","0","0","1181","2916","4647","5316"
"16.12.2022 03:45 - 16.12.2022 04:00","0","0","1140","2831","4668","5362"
"16.12.2022 04:00 - 16.12.2022 04:15","0","0","1106","2784","4688","5377"
"16.12.2022 04:15 - 16.12.2022 04:30","0","0","1073","2704","4690","5296"
"16.12.2022 04:30 - 16.12.2022 04:45","0","0","1046","2657","4691","5327"
"16.12.2022 04:45 - 16.12.2022 05:00","0","0","1016","2592","4691","5257"
"16.12.2022 05:00 - 16.12.2022 05:15","0","0","991","2539","4686","5254"
"16.12.2022 05:15 - 16.12.2022 05:30","0","0","967","2405","4671","5227"
"16.12.2022 05:30 - 16.12.2022 05:45","0","0","946","2285","4660","5191"
"16.12.2022 05:45 - 16.12.2022 06:00","0","0","920","2097","4651","5240"
"16.12.2022 06:00 - 16.12.2022 06:15","0","0","878","1966","4652","5206"
"16.12.2022 06:15 - 16.12.2022 06:30","0","0","852","1892","4625","5204"
"16.12.2022 06:30 - 16.12.2022 06:45","0","0","821","1789","4592","5122"
"16.12.2022 06:45 - 16.12.2022 07:00","0","0","793","1786","4559","5020"
"16.12.2022 07:00 - 16.12.2022 07:15","0","0","764","1708","4503","4907"
"16.12.2022 07:15 - 16.12.2022 07:30","0","0","730","1653","4425","4821"
"16.12.2022 07:30 - 16.12.2022 07:45","0","0","695","1520","4344","4795"
"16.12.2022 07:45 - 16.12.2022 08:00","0","0","671","1407","4250","4726"
"16.12.2022 08:00 - 16.12.2022 08:15","25","10","637","1334","4138","4637"
"16.12.2022 08:15 - 16.12.2022 08:30","126","78","602","1297","4038","4543"
"16.12.2022 08:30 - 16.12.2022 08:45","411","312","571","1268","3947","4363"
"16.12.2022 08:45 - 16.12.2022 09:00","792","618","541","1186","3857","4233"
"16.12.2022 09:00 - 16.12.2022 09:15","1200","1051","507","1115","3759","4078"
"16.12.2022 09:15 - 16.12.2022 09:30","1638","1529","483","1056","3633","3859"
"16.12.2022 09:30 - 16.12.2022 09:45","2094","1958","460","1005","3504","3631"
"16.12.2022 09:45 - 16.12.2022 10:00","2558","2297","434","961","3367","3402"
"16.12.2022 10:00 - 16.12.2022 10:15","2989","2641","408","947","3228","3235"
"16.12.2022 10:15 - 16.12.2022 10:30","3400","2991","390","900","2989","3033"
"16.12.2022 10:30 - 16.12.2022 10:45","3786","3363","374","831","2750","2820"
"16.12.2022 10:45 - 16.12.2022 11:00","4173","3711","352","800","2502","2461"
"16.12.2022 11:00 - 16.12.2022 11:15","4556","4045","333","766","2246","2197"
"16.12.2022 11:15 - 16.12.2022 11:30","4843","4313","308","707","2032","2015"
"16.12.2022 11:30 - 16.12.2022 11:45","5073","4571","287","626","1810","1833"
"16.12.2022 11:45 - 16.12.2022 12:00","5229","4726","268","552","1600","1637"
"16.12.2022 12:00 - 16.12.2022 12:15","5317","4871","245","481","1398","1469"
"16.12.2022 12:15 - 16.12.2022 12:30","5332","4883","233","423","1314","1354"
"16.12.2022 12:30 - 16.12.2022 12:45","5279","4864","217","394","1223","1251"
"16.12.2022 12:45 - 16.12.2022 13:00","5153","4780","209","362","1132","1140"
"16.12.2022 13:00 - 16.12.2022 13:15","4966","4590","196","352","1070","1056"
"16.12.2022 13:15 - 16.12.2022 13:30","4727","4268","192","318","1047","1082"
"16.12.2022 13:30 - 16.12.2022 13:45","4422","3992","188","304","1030","1116"
"16.12.2022 13:45 - 16.12.2022 14:00","4072","3662","179","275","1017","1127"
"16.12.2022 14:00 - 16.12.2022 14:15","3682","3266","174","239","1010","1116"
"16.12.2022 14:15 - 16.12.2022 14:30","3236","2808","174","200","1048","1143"
"16.12.2022 14:30 - 16.12.2022 14:45","2758","2341","171","167","1085","1159"
"16.12.2022 14:45 - 16.12.2022 15:00","2257","1854","166","144","1130","1189"
"16.12.2022 15:00 - 16.12.2022 15:15","1754","1377","167","114","1178","1227"
"16.12.2022 15:15 - 16.12.2022 15:30","1273","975","176","101","1303","1291"
"16.12.2022 15:30 - 16.12.2022 15:45","855","631","180","97","1424","1417"
"16.12.2022 15:45 - 16.12.2022 16:00","500","333","188","91","1546","1509"
"16.12.2022 16:00 - 16.12.2022 16:15","232","102","199","88","1655","1584"
"16.12.2022 16:15 - 16.12.2022 16:30","50","24","218","86","1761","1688"
"16.12.2022 16:30 - 16.12.2022 16:45","11","3","235","85","1867","1798"
"16.12.2022 16:45 - 16.12.2022 17:00","4","1","249","83","1961","1867"
"16.12.2022 17:00 - 16.12.2022 17:15","0","0","266","84","2050","1925"
"16.12.2022 17:15 - 16.12.2022 17:30","0","0","285","95","2078","1953"
"16.12.2022 17:30 - 16.12.2022 17:45","0","0","308","99","2104","1963"
"16.12.2022 17:45 - 16.12.2022 18:00","0","0","327","108","2128","2034"
"16.12.2022 18:00 - 16.12.2022 18:15","0","0","350","118","2149","2051"
"16.12.2022 18:15 - 16.12.2022 18:30","0","0","378","115","2130","2034"
"16.12.2022 18:30 - 16.12.2022 18:45","0","0","408","121","2113","2009"
"16.12.2022 18:45 - 16.12.2022 19:00","0","0","441","132","2097","1984"
"16.12.2022 19:00 - 16.12.2022 19:15","0","0","474","148","2068","2014"
"16.12.2022 19:15 - 16.12.2022 19:30","0","0","523","173","2015","1983"
"16.12.2022 19:30 - 16.12.2022 19:45","0","0","577","181","1960","1934"
"16.12.2022 19:45 - 16.12.2022 20:00","0","0","625","205","1904","1860"
"16.12.2022 20:00 - 16.12.2022 20:15","0","0","674","249","1846","1783"
"16.12.2022 20:15 - 16.12.2022 20:30","0","0","737","295","1805","1710"
"16.12.2022 20:30 - 16.12.2022 20:45","0","0","797","352","1765","1636"
"16.12.2022 20:45 - 16.12.2022 21:00","0","0","854","373","1725","1577"
"16.12.2022 21:00 - 16.12.2022 21:15","0","0","917","424","1682","1524"
"16.12.2022 21:15 - 16.12.2022 21:30","0","0","989","498","1665","1488"
"16.12.2022 21:30 - 16.12.2022 21:45","0","0","1054","552","1646","1470"
"16.12.2022 21:45 - 16.12.2022 22:00","0","0","1132","619","1627","1434"
"16.12.2022 22:00 - 16.12.2022 22:15","0","0","1188","631","1615","1402"
"16.12.2022 22:15 - 16.12.2022 22:30","0","0","1268","705","1617","1358"
"16.12.2022 22:30 - 16.12.2022 22:45","0","0","1348","771","1617","1323"
"16.12.2022 22:45 - 16.12.2022 23:00","0","0","1428","897","1622","1292"
"16.12.2022 23:00 - 16.12.2022 23:15","0","0","1513","934","1623","1269"
"16.12.2022 23:15 - 16.12.2022 23:30","0","0","1623","1046","1646","1259"
"16.12.2022 23:30 - 16.12.2022 23:45","0","0","1739","1158","1665","1269"
"16.12.2022 23:45 - 17.12.2022 00:00","0","0","1851","1274","1685","1283"
"17.12.2022 00:00 - 17.12.2022 00:15","0","0","970","1458","1250","1274"
"17.12.2022 00:15 - 17.12.2022 00:30","0","0","1053","1501","1266","1303"
"17.12.2022 00:30 - 17.12.2022 00:45","0","0","1134","1636","1283","1301"
"17.12.2022 00:45 - 17.12.2022 01:00","0","0","1214","1773","1300","1318"
"17.12.2022 01:00 - 17.12.2022 01:15","0","0","1355","1956","1317","1362"
"17.12.2022 01:15 - 17.12.2022 01:30","0","0","1437","2010","1330","1388"
"17.12.2022 01:30 - 17.12.2022 01:45","0","0","1527","2152","1342","1432"
"17.12.2022 01:45 - 17.12.2022 02:00","0","0","1614","2258","1356","1486"
"17.12.2022 02:00 - 17.12.2022 02:15","0","0","1706","2290","1370","1532"
"17.12.2022 02:15 - 17.12.2022 02:30","0","0","1813","2499","1403","1584"
"17.12.2022 02:30 - 17.12.2022 02:45","0","0","1925","2605","1434","1580"
"17.12.2022 02:45 - 17.12.2022 03:00","0","0","2034","2653","1468","1603"
"17.12.2022 03:00 - 17.12.2022 03:15","0","0","2147","2749","1496","1568"
"17.12.2022 03:15 - 17.12.2022 03:30","0","0","2259","2827","1531","1619"
"17.12.2022 03:30 - 17.12.2022 03:45","0","0","2368","2974","1566","1600"
"17.12.2022 03:45 - 17.12.2022 04:00","0","0","2489","3038","1604","1621"
"17.12.2022 04:00 - 17.12.2022 04:15","0","0","2597","3124","1648","1662"
"17.12.2022 04:15 - 17.12.2022 04:30","0","0","2693","3324","1686","1727"
"17.12.2022 04:30 - 17.12.2022 04:45","0","0","2793","3385","1727","1776"
"17.12.2022 04:45 - 17.12.2022 05:00","0","0","2887","3496","1769","1798"
"17.12.2022 05:00 - 17.12.2022 05:15","0","0","2975","3599","1805","1863"
"17.12.2022 05:15 - 17.12.2022 05:30","0","0","3070","3725","1841","1889"
"17.12.2022 05:30 - 17.12.2022 05:45","0","0","3166","3785","1876","1862"
"17.12.2022 05:45 - 17.12.2022 06:00","0","0","3266","3878","1908","1930"
"17.12.2022 06:00 - 17.12.2022 06:15","0","0","3379","3919","1947","1908"
"17.12.2022 06:15 - 17.12.2022 06:30","0","0","3463","4048","2003","1801"
"17.12.2022 06:30 - 17.12.2022 06:45","0","0","3545","4129","2054","1835"
"17.12.2022 06:45 - 17.12.2022 07:00","0","0","3627","4163","2108","1821"
"17.12.2022 07:00 - 17.12.2022 07:15","0","0","3711","4254","2162","1829"
"17.12.2022 07:15 - 17.12.2022 07:30","0","0","3791","4288","2226","1873"
"17.12.2022 07:30 - 17.12.2022 07:45","0","0","3877","4303","2287","1851"
"17.12.2022 07:45 - 17.12.2022 08:00","0","0","3946","4401","2341","1759"
"17.12.2022 08:00 - 17.12.2022 08:15","22","11","4015","4421","2387","1811"
"17.12.2022 08:15 - 17.12.2022 08:30","108","73","4094","4503","2451","1723"
"17.12.2022 08:30 - 17.12.2022 08:45","341","264","4162","4591","2521","1759"
"17.12.2022 08:45 - 17.12.2022 09:00","616","532","4234","4595","2593","1773"
"17.12.2022 09:00 - 17.12.2022 09:15","969","1003","4307","4657","2667","1776"
"17.12.2022 09:15 - 17.12.2022 09:30","1367","1426","4374","4690","2722","1851"
"17.12.2022 09:30 - 17.12.2022 09:45","1799","1797","4427","4760","2775","1930"
"17.12.2022 09:45 - 17.12.2022 10:00","2253","2178","4484","4808","2825","2005"
"17.12.2022 10:00 - 17.12.2022 10:15","2708","2608","4527","4867","2863","2035"
"17.12.2022 10:15 - 17.12.2022 10:30","3163","3068","4567","4953","2834","1997"
"17.12.2022 10:30 - 17.12.2022 10:45","3619","3441","4606","5017","2803","2039"
"17.12.2022 10:45 - 17.12.2022 11:00","4054","3796","4648","5064","2764","2111"
"17.12.2022 11:00 - 17.12.2022 11:15","4477","4227","4687","5110","2723","2105"
"17.12.2022 11:15 - 17.12.2022 11:30","4824","4504","4709","5145","2698","2129"
"17.12.2022 11:30 - 17.12.2022 11:45","5136","4783","4737","5196","2674","2088"
"17.12.2022 11:45 - 17.12.2022 12:00","5381","4989","4766","5248","2657","2112"
"17.12.2022 12:00 - 17.12.2022 12:15","5555","5190","4795","5296","2640","2098"
"17.12.2022 12:15 - 17.12.2022 12:30","5647","5395","4815","5310","2623","2090"
"17.12.2022 12:30 - 17.12.2022 12:45","5669","5407","4832","5308","2609","2105"
"17.12.2022 12:45 - 17.12.2022 13:00","5611","5368","4866","5304","2606","2051"
"17.12.2022 13:00 - 17.12.2022 13:15","5478","5284","4901","4625","2627","2089"
"17.12.2022 13:15 - 17.12.2022 13:30","5239","5183","4928","4669","2652","2059"
"17.12.2022 13:30 - 17.12.2022 13:45","4945","4890","4955","4700","2669","2067"
"17.12.2022 13:45 - 17.12.2022 14:00","4575","4561","4977","4713","2687","2071"
"17.12.2022 14:00 - 17.12.2022 14:15","4155","4086","5003","4742","2705","2087"
"17.12.2022 14:15 - 17.12.2022 14:30","3675","3568","5014","4763","2762","2129"
"17.12.2022 14:30 - 17.12.2022 14:45","3167","2970","5030","4784","2820","2183"
"17.12.2022 14:45 - 17.12.2022 15:00","2617","2406","5039","4805","2883","2262"
"17.12.2022 15:00 - 17.12.2022 15:15","2025","1815","5057","4901","2966","2298"
"17.12.2022 15:15 - 17.12.2022 15:30","1483","1276","5091","4847","3193","2411"
"17.12.2022 15:30 - 17.12.2022 15:45","998","785","5120","4842","3415","2543"
"17.12.2022 15:45 - 17.12.2022 16:00","564","416","5154","4846","3641","2759"
"17.12.2022 16:00 - 17.12.2022 16:15","251","148","5189","4887","3878","2965"
"17.12.2022 16:15 - 17.12.2022 16:30","52","43","5223","4910","4241","3272"
"17.12.2022 16:30 - 17.12.2022 16:45","8","12","5258","4936","4601","3599"
"17.12.2022 16:45 - 17.12.2022 17:00","4","4","5295","4970","4965","3841"
"17.12.2022 17:00 - 17.12.2022 17:15","0","0","5338","4994","5324","4016"
"17.12.2022 17:15 - 17.12.2022 17:30","0","0","5316","4989","5678","4284"
"17.12.2022 17:30 - 17.12.2022 17:45","0","0","5349","4949","6033","4607"
"17.12.2022 17:45 - 17.12.2022 18:00","0","0","5385","4944","6382","4731"
"17.12.2022 18:00 - 17.12.2022 18:15","0","0","5414","4891","6729","4980"
"17.12.2022 18:15 - 17.12.2022 18:30","0","0","5431","4903","7049","5290"
"17.12.2022 18:30 - 17.12.2022 18:45","0","0","5451","4915","7386","5424"
"17.12.2022 18:45 - 17.12.2022 19:00","0","0","5471","4937","7752","5727"
"17.12.2022 19:00 - 17.12.2022 19:15","0","0","5490","4913","8121","6079"
"17.12.2022 19:15 - 17.12.2022 19:30","0","0","5478","4901","8391","6253"
"17.12.2022 19:30 - 17.12.2022 19:45","0","0","5518","4931","8626","6358"
"17.12.2022 19:45 - 17.12.2022 20:00","0","0","5534","4944","8838","6481"
"17.12.2022 20:00 - 17.12.2022 20:15","0","0","5546","4972","9033","6658"
"17.12.2022 20:15 - 17.12.2022 20:30","0","0","5560","4978","9189","6797"
"17.12.2022 20:30 - 17.12.2022 20:45","0","0","5574","4992","9344","7013"
"17.12.2022 20:45 - 17.12.2022 21:00","0","0","5586","4987","9507","7231"
"17.12.2022 21:00 - 17.12.2022 21:15","0","0","5596","4972","9669","7415"
"17.12.2022 21:15 - 17.12.2022 21:30","0","0","5604","4944","9804","7592"
"17.12.2022 21:30 - 17.12.2022 21:45","0","0","5607","4942","9963","7587"
"17.12.2022 21:45 - 17.12.2022 22:00","0","0","5614","4937","10128","7767"
"17.12.2022 22:00 - 17.12.2022 22:15","0","0","5641","4927","10171","7724"
"17.12.2022 22:15 - 17.12.2022 22:30","0","0","5649","4907","10310","7764"
"17.12.2022 22:30 - 17.12.2022 22:45","0","0","5657","4933","10448","7925"
"17.12.2022 22:45 - 17.12.2022 23:00","0","0","5662","4984","10579","8047"
"17.12.2022 23:00 - 17.12.2022 23:15","0","0","5668","5006","10709","8189"
"17.12.2022 23:15 - 17.12.2022 23:30","0","0","5675","5004","10843","8260"
"17.12.2022 23:30 - 17.12.2022 23:45","0","0","5683","5044","10980","8392"
"17.12.2022 23:45 - 18.12.2022 00:00","0","0","5686","5087","11102","8443"
"18.12.2022 00:00 - 18.12.2022 00:15","0","0","5464","5395","9897","7846"
"18.12.2022 00:15 - 18.12.2022 00:30","0","0","5449","5374","9983","7895"
"18.12.2022 00:30 - 18.12.2022 00:45","0","0","5427","5367","10064","7996"
"18.12.2022 00:45 - 18.12.2022 01:00","0","0","5410","5329","10142","8017"
"18.12.2022 01:00 - 18.12.2022 01:15","0","0","5100","5345","10217","8159"
"18.12.2022 01:15 - 18.12.2022 01:30","0","0","5093","5306","10311","8268"
"18.12.2022 01:30 - 18.12.2022 01:45","0","0","5079","5332","10410","8358"
"18.12.2022 01:45 - 18.12.2022 02:00","0","0","5066","5327","10509","8482"
"18.12.2022 02:00 - 18.12.2022 02:15","0","0","5051","5341","10607","8434"
"18.12.2022 02:15 - 18.12.2022 02:30","0","0","5059","5309","10732","8477"
"18.12.2022 02:30 - 18.12.2022 02:45","0","0","5035","5289","10862","8608"
"18.12.2022 02:45 - 18.12.2022 03:00","0","0","5010","5211","10987","8649"
"18.12.2022 03:00 - 18.12.2022 03:15","0","0","4986","5227","11114","8779"
"18.12.2022 03:15 - 18.12.2022 03:30","0","0","4970","5261","11242","9089"
"18.12.2022 03:30 - 18.12.2022 03:45","0","0","4951","5223","11369","9209"
"18.12.2022 03:45 - 18.12.2022 04:00","0","0","4933","5136","11504","9315"
"18.12.2022 04:00 - 18.12.2022 04:15","0","0","4914","5066","11639","9362"
"18.12.2022 04:15 - 18.12.2022 04:30","0","0","4852","4930","11771","9408"
"18.12.2022 04:30 - 18.12.2022 04:45","0","0","4798","4818","11903","9397"
"18.12.2022 04:45 - 18.12.2022 05:00","0","0","4749","4741","12043","9513"
"18.12.2022 05:00 - 18.12.2022 05:15","0","0","4695","4721","12180","9551"
"18.12.2022 05:15 - 18.12.2022 05:30","0","0","4646","4667","12317","9652"
"18.12.2022 05:30 - 18.12.2022 05:45","0","0","4594","4630","12452","9778"
"18.12.2022 05:45 - 18.12.2022 06:00","0","0","4546","4582","12584","9619"
"18.12.2022 06:00 - 18.12.2022 06:15","0","0","4485","4482","12872","9870"
"18.12.2022 06:15 - 18.12.2022 06:30","0","0","4435","4354","13002","10094"
"18.12.2022 06:30 - 18.12.2022 06:45","0","0","4368","4187","13106","10159"
"18.12.2022 06:45 - 18.12.2022 07:00","0","0","4301","4059","13164","10264"
"18.12.2022 07:00 - 18.12.2022 07:15","0","0","4235","4009","13176","10380"
"18.12.2022 07:15 - 18.12.2022 07:30","0","0","4178","3912","13237","10635"
"18.12.2022 07:30 - 18.12.2022 07:45","0","0","4121","3831","13333","10789"
"18.12.2022 07:45 - 18.12.2022 08:00","0","0","4063","3753","13452","10710"
"18.12.2022 08:00 - 18.12.2022 08:15","42","20","4007","3709","13602","10890"
"18.12.2022 08:15 - 18.12.2022 08:30","203","127","3952","3612","13769","11007"
"18.12.2022 08:30 - 18.12.2022 08:45","627","455","3894","3524","13935","11240"
"18.12.2022 08:45 - 18.12.2022 09:00","1216","950","3837","3418","14095","11284"
"18.12.2022 09:00 - 18.12.2022 09:15","1878","1653","3781","3262","14235","11270"
"18.12.2022 09:15 - 18.12.2022 09:30","2624","2436","3756","3175","14178","11306"
"18.12.2022 09:30 - 18.12.2022 09:45","3390","3186","3702","3133","14123","11409"
"18.12.2022 09:45 - 18.12.2022 10:00","4177","3784","3650","3061","14022","11288"
"18.12.2022 10:00 - 18.12.2022 10:15","4905","4446","3591","3051","13911","11064"
